group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
p_inst:0,994.06186834232994443,42.389276316124387733,0,0,2,0.040000000000000000833,40.079509644127597312,6.6621036920809117987
