obsnme,obsval,weight,obsgp
h_p7_cp123,980.2435881567238,1.0,head
h_p7_cp124,989.4098517590953,1.0,head
h_p7_cp125,980.2767353514661,1.0,head
h_p7_cp126,989.1456751660081,1.0,head
h_p7_cp127,980.30839558196,1.0,head
h_p7_cp128,988.8865201616063,1.0,head
h_p7_cp129,980.3388208463444,1.0,head
h_p7_cp130,988.6368439539804,1.0,head
h_p7_cp131,980.3681742011545,1.0,head
h_p7_cp132,988.3994698295676,1.0,head
h_p7_cp133,980.3962250446386,1.0,head
h_p7_cp134,988.174392460872,1.0,head
h_p7_cp135,980.422231884215,1.0,head
h_p7_cp136,987.962003481641,1.0,head
h_p7_cp137,980.4448764271357,1.0,head
h_p7_cp138,987.7640655375916,1.0,head
h_p7_cp139,980.4627109539769,1.0,head
h_p7_cp140,987.5812211415591,1.0,head
h_p7_cp141,980.4742225505184,1.0,head
h_p7_cp142,987.4138154374506,1.0,head
h_p7_cp143,980.4788263992757,1.0,head
h_p7_cp144,987.2619189085108,1.0,head
h_p7_cp145,980.4763297902172,1.0,head
h_p7_cp146,987.1246410335414,1.0,head
h_p7_cp147,980.4683211543412,1.0,head
h_p7_cp148,987.0003332099554,1.0,head
h_p7_cp149,980.4567402064504,1.0,head
h_p7_cp150,986.8878997002087,1.0,head
h_p7_cp151,980.4427599308763,1.0,head
h_p7_cp152,986.7869119616328,1.0,head
h_p7_cp153,980.4269645558295,1.0,head
h_p7_cp154,986.6976052250573,1.0,head
h_p7_cp155,980.411324020197,1.0,head
h_p8_cp0,1252.3787794426185,1.0,head
h_p8_cp1,1277.3970803671646,1.0,head
h_p8_cp2,1252.3211875804009,1.0,head
h_p8_cp3,1277.4449345964194,1.0,head
h_p8_cp4,1252.2557502457275,1.0,head
h_p8_cp5,1277.492298036248,1.0,head
h_p8_cp6,1252.1814432278102,1.0,head
h_p8_cp7,1277.538503614815,1.0,head
h_p8_cp8,1252.0973252967622,1.0,head
h_p8_cp9,1277.5852841448027,1.0,head
h_p8_cp10,1252.0027891489603,1.0,head
h_p8_cp11,1277.6360869791356,1.0,head
h_p8_cp12,1251.898170116002,1.0,head
h_p8_cp13,1277.6986378740335,1.0,head
h_p8_cp14,1251.7847275969461,1.0,head
h_p8_cp15,1277.7778567101636,1.0,head
h_p8_cp16,1251.664712423824,1.0,head
h_p8_cp17,1277.8866734857434,1.0,head
h_p8_cp18,1251.5406842999914,1.0,head
h_p8_cp19,1278.0424959408745,1.0,head
h_p8_cp20,1251.4149726458013,1.0,head
h_p8_cp21,1278.2595933721727,1.0,head
h_p8_cp22,1251.2894480164312,1.0,head
h_p8_cp23,1278.5581684885049,1.0,head
h_p8_cp24,1251.1651680388893,1.0,head
h_p8_cp25,1278.9641045291255,1.0,head
h_p8_cp26,1251.0431517087918,1.0,head
h_p8_cp27,1279.513041364137,1.0,head
h_p8_cp28,1250.9245311630502,1.0,head
h_p8_cp29,1280.2580181907217,1.0,head
h_p8_cp30,1250.81004402986,1.0,head
h_p8_cp31,1281.2810023153065,1.0,head
h_p8_cp32,1250.7004085903832,1.0,head
h_p8_cp33,1282.701090015043,1.0,head
h_p8_cp34,1250.5964392153824,1.0,head
h_p8_cp35,1284.611951704047,1.0,head
h_p8_cp36,1250.4988185550887,1.0,head
h_p8_cp37,1286.525228155011,1.0,head
h_p8_cp38,1250.4086994083323,1.0,head
h_p8_cp39,1283.8608484480312,1.0,head
h_p8_cp40,1250.3271915817527,1.0,head
h_p8_cp41,1281.1997571700367,1.0,head
h_p8_cp42,1250.2543712253723,1.0,head
h_p8_cp43,1279.0317277092165,1.0,head
h_p8_cp44,1250.1888739845913,1.0,head
h_p8_cp45,1277.2636912277533,1.0,head
h_p8_cp46,1250.1283952902093,1.0,head
h_p8_cp47,1275.7704264257104,1.0,head
h_p8_cp48,1250.0708913214544,1.0,head
h_p8_cp49,1274.4834579391963,1.0,head
h_p8_cp50,1250.0169644111622,1.0,head
h_p8_cp51,1273.3535476682464,1.0,head
h_p8_cp52,1249.9684992799994,1.0,head
h_p8_cp53,1272.3491495600256,1.0,head
h_p8_cp54,1249.9272389204061,1.0,head
h_p8_cp55,1271.4488523387386,1.0,head
h_p8_cp56,1249.8946771278615,1.0,head
h_p8_cp57,1270.6372078828795,1.0,head
h_p8_cp58,1249.870498347364,1.0,head
h_p8_cp59,1269.9022309627796,1.0,head
h_p8_cp60,1249.8540244688427,1.0,head
h_p8_cp61,1269.2339795894795,1.0,head
h_p8_cp62,1249.8450009731496,1.0,head
h_p8_cp63,1268.6239834235453,1.0,head
h_p8_cp64,1249.843057830683,1.0,head
h_p8_cp65,1268.0653260742836,1.0,head
h_p8_cp66,1249.8479165333188,1.0,head
h_p8_cp67,1267.553057976113,1.0,head
h_p8_cp68,1249.8592767396585,1.0,head
h_p8_cp69,1267.0844101219186,1.0,head
h_p8_cp70,1249.8745350924435,1.0,head
h_p8_cp71,1266.658270512803,1.0,head
h_p8_cp72,1249.8918401019719,1.0,head
h_p8_cp73,1266.274383173543,1.0,head
h_p8_cp74,1249.9098025572912,1.0,head
h_p8_cp75,1265.9326551537015,1.0,head
h_p8_cp76,1249.9279533271506,1.0,head
h_p8_cp77,1265.6329472750049,1.0,head
h_p8_cp78,1249.9460248596092,1.0,head
h_p8_cp79,1265.3752479048765,1.0,head
h_p8_cp80,1252.7798870723846,1.0,head
h_p8_cp81,1250.1568247063126,1.0,head
h_p8_cp82,1253.2520609978083,1.0,head
h_p8_cp83,1250.4030153111262,1.0,head
h_p8_cp84,1253.795346175903,1.0,head
h_p8_cp85,1250.6844398521378,1.0,head
h_p8_cp86,1254.4095164243531,1.0,head
h_p8_cp87,1251.0011624631784,1.0,head
h_p8_cp88,1255.093579310177,1.0,head
h_p8_cp89,1251.3540543516804,1.0,head
h_p8_cp90,1255.848294014636,1.0,head
h_p8_cp91,1251.7452778260615,1.0,head
h_p8_cp92,1256.6735056519155,1.0,head
h_p8_cp93,1252.176425672214,1.0,head
h_p8_cp94,1257.5697319815822,1.0,head
h_p8_cp95,1252.6473777020856,1.0,head
h_p8_cp96,1258.5378710734021,1.0,head
h_p8_cp97,1253.1721797453547,1.0,head
h_p8_cp98,1259.578246128594,1.0,head
h_p8_cp99,1253.7612773306437,1.0,head
h_p8_cp100,1260.6898934872806,1.0,head
h_p8_cp101,1254.4235886814477,1.0,head
h_p8_cp102,1261.8697660937878,1.0,head
h_p8_cp103,1255.1036044317098,1.0,head
h_p8_cp104,1263.1116874460479,1.0,head
h_p8_cp105,1255.2905531628828,1.0,head
h_p8_cp106,1264.4066738307688,1.0,head
h_p8_cp107,1255.493053712058,1.0,head
h_p8_cp108,1265.741576410942,1.0,head
h_p8_cp109,1255.7650001117356,1.0,head
h_p8_cp110,1267.101048559972,1.0,head
h_p8_cp111,1256.0946991912624,1.0,head
h_p8_cp112,1268.4721168626752,1.0,head
h_p8_cp113,1256.4680168709476,1.0,head
h_p8_cp114,1269.8516472899541,1.0,head
h_p8_cp115,1256.875060534377,1.0,head
h_p8_cp116,1271.2521086632762,1.0,head
h_p8_cp117,1257.3090114506895,1.0,head
h_p8_cp118,1272.6960440081093,1.0,head
h_p8_cp119,1257.7647645519412,1.0,head
h_p8_cp120,1274.2077263843073,1.0,head
h_p8_cp121,1258.2380115859305,1.0,head
h_p8_cp122,1275.807042488777,1.0,head
h_p8_cp123,1258.7248054521717,1.0,head
h_p8_cp124,1277.501508403469,1.0,head
h_p8_cp125,1259.2216034068401,1.0,head
h_p8_cp126,1279.2712002561843,1.0,head
h_p8_cp127,1259.712527126341,1.0,head
h_p8_cp128,1281.0360755531406,1.0,head
h_p8_cp129,1260.2044400830998,1.0,head
h_p8_cp130,1282.5948381118094,1.0,head
h_p8_cp131,1260.6965940766177,1.0,head
h_p8_cp132,1283.5669342741912,1.0,head
h_p8_cp133,1261.185373754706,1.0,head
h_p8_cp134,1283.5354189761251,1.0,head
h_p8_cp135,1261.6667667519105,1.0,head
h_p8_cp136,1282.914885366993,1.0,head
h_p8_cp137,1262.1362513366048,1.0,head
h_p8_cp138,1282.0828675371683,1.0,head
h_p8_cp139,1262.5888773941383,1.0,head
h_p8_cp140,1281.2386056349337,1.0,head
h_p8_cp141,1263.019569379337,1.0,head
h_p8_cp142,1280.463659412847,1.0,head
h_p8_cp143,1263.4236999912416,1.0,head
h_p8_cp144,1279.7826415824284,1.0,head
h_p8_cp145,1263.797856078123,1.0,head
h_p8_cp146,1279.1966784143217,1.0,head
h_p8_cp147,1264.1403129945302,1.0,head
h_p8_cp148,1278.6983251230818,1.0,head
h_p8_cp149,1264.450676620848,1.0,head
h_p8_cp150,1278.277646358184,1.0,head
h_p8_cp151,1264.7291571804426,1.0,head
h_p8_cp152,1277.9252565830002,1.0,head
h_p8_cp153,1264.975998001386,1.0,head
h_p8_cp154,1277.6337238091992,1.0,head
h_p8_cp155,1265.191302371694,1.0,head
h_p9_cp0,1323.610522400496,1.0,head
h_p9_cp1,1322.6298342604987,1.0,head
h_p9_cp2,1323.5510594285452,1.0,head
h_p9_cp3,1322.53699861302,1.0,head
h_p9_cp4,1323.481327711198,1.0,head
h_p9_cp5,1322.4266463826546,1.0,head
h_p9_cp6,1323.4030876184895,1.0,head
h_p9_cp7,1322.2990192535294,1.0,head
h_p9_cp8,1323.317584026307,1.0,head
h_p9_cp9,1322.1543769737123,1.0,head
h_p9_cp10,1323.2257360522453,1.0,head
h_p9_cp11,1321.9912756655256,1.0,head
h_p9_cp12,1323.1283746026988,1.0,head
h_p9_cp13,1321.8110101318641,1.0,head
h_p9_cp14,1323.0257660384257,1.0,head
h_p9_cp15,1321.6209724558278,1.0,head
h_p9_cp16,1322.9180737749223,1.0,head
h_p9_cp17,1321.4211978351082,1.0,head
h_p9_cp18,1322.8003565820213,1.0,head
h_p9_cp19,1321.2078080211436,1.0,head
h_p9_cp20,1322.6774124135627,1.0,head
h_p9_cp21,1320.986348017323,1.0,head
h_p9_cp22,1322.5499091226347,1.0,head
h_p9_cp23,1320.7578089361605,1.0,head
h_p9_cp24,1322.4194452042607,1.0,head
h_p9_cp25,1320.5229302079629,1.0,head
h_p9_cp26,1322.288583094661,1.0,head
h_p9_cp27,1320.282452474845,1.0,head
h_p9_cp28,1322.160482295087,1.0,head
h_p9_cp29,1320.0368822331754,1.0,head
h_p9_cp30,1322.0382848338163,1.0,head
h_p9_cp31,1319.7866370534998,1.0,head
h_p9_cp32,1321.9243025819078,1.0,head
h_p9_cp33,1319.5322625836711,1.0,head
h_p9_cp34,1321.820726380527,1.0,head
h_p9_cp35,1319.274212036819,1.0,head
h_p9_cp36,1321.7291150525996,1.0,head
h_p9_cp37,1319.0126457750323,1.0,head
h_p9_cp38,1321.6503441502894,1.0,head
h_p9_cp39,1318.7477197421613,1.0,head
h_p9_cp40,1321.5846396879208,1.0,head
h_p9_cp41,1318.4805454158206,1.0,head
h_p9_cp42,1321.5315607338118,1.0,head
h_p9_cp43,1318.2124863425076,1.0,head
h_p9_cp44,1321.4903341996087,1.0,head
h_p9_cp45,1317.946510982746,1.0,head
h_p9_cp46,1321.4601549048923,1.0,head
h_p9_cp47,1317.6926903104275,1.0,head
h_p9_cp48,1321.4421821617964,1.0,head
h_p9_cp49,1317.4409477160366,1.0,head
h_p9_cp50,1321.4423930553444,1.0,head
h_p9_cp51,1317.1916898088102,1.0,head
h_p9_cp52,1321.4690319418746,1.0,head
h_p9_cp53,1316.9454609584286,1.0,head
h_p9_cp54,1321.5289526084475,1.0,head
h_p9_cp55,1316.70330974719,1.0,head
h_p9_cp56,1321.6274624772736,1.0,head
h_p9_cp57,1316.467067553151,1.0,head
h_p9_cp58,1321.7671095263486,1.0,head
h_p9_cp59,1316.2389305260424,1.0,head
h_p9_cp60,1321.9452965681226,1.0,head
h_p9_cp61,1316.0171590588682,1.0,head
h_p9_cp62,1322.1511703337892,1.0,head
h_p9_cp63,1315.7980387403945,1.0,head
h_p9_cp64,1322.3755085679145,1.0,head
h_p9_cp65,1315.5884475175553,1.0,head
h_p9_cp66,1322.5884985343064,1.0,head
h_p9_cp67,1315.3938886801147,1.0,head
h_p9_cp68,1322.7395153016523,1.0,head
h_p9_cp69,1315.2141910393586,1.0,head
h_p9_cp70,1322.7634789694307,1.0,head
h_p9_cp71,1315.049526492988,1.0,head
h_p9_cp72,1322.6148263230853,1.0,head
h_p9_cp73,1314.9005665469094,1.0,head
h_p9_cp74,1322.3436495307656,1.0,head
h_p9_cp75,1314.7681485274607,1.0,head
h_p9_cp76,1322.0199428503342,1.0,head
h_p9_cp77,1314.6530049274231,1.0,head
h_p9_cp78,1321.696470014158,1.0,head
h_p9_cp79,1314.555560957117,1.0,head
h_p9_cp80,1323.6126128763012,1.0,head
h_p9_cp81,1321.8874385100644,1.0,head
h_p9_cp82,1323.6123171122258,1.0,head
h_p9_cp83,1322.0590626176486,1.0,head
h_p9_cp84,1323.6096974370844,1.0,head
h_p9_cp85,1322.159162570384,1.0,head
h_p9_cp86,1323.604745983504,1.0,head
h_p9_cp87,1322.1185109193655,1.0,head
h_p9_cp88,1323.5978560299727,1.0,head
h_p9_cp89,1321.8849231597726,1.0,head
h_p9_cp90,1323.5897373359571,1.0,head
h_p9_cp91,1321.506375244968,1.0,head
h_p9_cp92,1323.5809922385488,1.0,head
h_p9_cp93,1321.0529903729503,1.0,head
h_p9_cp94,1323.5726448074433,1.0,head
h_p9_cp95,1320.5806614619974,1.0,head
h_p9_cp96,1323.5662614669436,1.0,head
h_p9_cp97,1320.1112708590106,1.0,head
h_p9_cp98,1323.559824914214,1.0,head
h_p9_cp99,1319.6627372936846,1.0,head
h_p9_cp100,1323.5499742665622,1.0,head
h_p9_cp101,1319.2421608301347,1.0,head
h_p9_cp102,1323.535754879229,1.0,head
h_p9_cp103,1318.8513282830475,1.0,head
h_p9_cp104,1323.5199997203513,1.0,head
h_p9_cp105,1318.4890100180519,1.0,head
h_p9_cp106,1323.5038982223077,1.0,head
h_p9_cp107,1318.1541527558968,1.0,head
h_p9_cp108,1323.4856022171612,1.0,head
h_p9_cp109,1317.844861606698,1.0,head
h_p9_cp110,1323.464468471685,1.0,head
h_p9_cp111,1317.5588285881845,1.0,head
h_p9_cp112,1323.4411123660875,1.0,head
h_p9_cp113,1317.2938043158965,1.0,head
h_p9_cp114,1323.4164802461798,1.0,head
h_p9_cp115,1317.0477235912456,1.0,head
h_p9_cp116,1323.3911125518782,1.0,head
h_p9_cp117,1316.8187639425423,1.0,head
h_p9_cp118,1323.364858380944,1.0,head
h_p9_cp119,1316.6054304128113,1.0,head
h_p9_cp120,1323.3370987099715,1.0,head
h_p9_cp121,1316.4064087329273,1.0,head
h_p9_cp122,1323.3073356994348,1.0,head
h_p9_cp123,1316.22043036505,1.0,head
h_p9_cp124,1323.2751100101818,1.0,head
h_p9_cp125,1316.0464193991736,1.0,head
h_p9_cp126,1323.2404488832972,1.0,head
h_p9_cp127,1315.8953727857515,1.0,head
h_p9_cp128,1323.2038288968192,1.0,head
h_p9_cp129,1315.7558666783723,1.0,head
h_p9_cp130,1323.1644780435531,1.0,head
h_p9_cp131,1315.624032744523,1.0,head
h_p9_cp132,1323.1238605508327,1.0,head
h_p9_cp133,1315.4988556106714,1.0,head
h_p9_cp134,1323.0832521805637,1.0,head
h_p9_cp135,1315.379652018221,1.0,head
h_p9_cp136,1323.043646500518,1.0,head
h_p9_cp137,1315.266151413031,1.0,head
h_p9_cp138,1323.0052122892603,1.0,head
h_p9_cp139,1315.1584622748808,1.0,head
h_p9_cp140,1322.967785342305,1.0,head
h_p9_cp141,1315.05703159833,1.0,head
h_p9_cp142,1322.9303704938065,1.0,head
h_p9_cp143,1314.9657554059754,1.0,head
h_p9_cp144,1322.8918001606762,1.0,head
h_p9_cp145,1314.8843160397446,1.0,head
h_p9_cp146,1322.8514106011837,1.0,head
h_p9_cp147,1314.8104223313576,1.0,head
h_p9_cp148,1322.8094318133062,1.0,head
h_p9_cp149,1314.744172547631,1.0,head
h_p9_cp150,1322.7647800072955,1.0,head
h_p9_cp151,1314.6856634143855,1.0,head
h_p9_cp152,1322.7185447187162,1.0,head
h_p9_cp153,1314.6349347164066,1.0,head
h_p9_cp154,1322.6734556594242,1.0,head
h_p9_cp155,1314.5917275950223,1.0,head
