obsnme,obsval,weight,obsgp
h_p3_cp137,444.84389079727157,1.0,head
h_p3_cp138,461.5546781657686,1.0,head
h_p3_cp139,444.8897916622635,1.0,head
h_p3_cp140,460.8959784751047,1.0,head
h_p3_cp141,444.9269883241095,1.0,head
h_p3_cp142,460.2815121791343,1.0,head
h_p3_cp143,444.95592815830787,1.0,head
h_p3_cp144,459.72671310490955,1.0,head
h_p3_cp145,444.97732292815743,1.0,head
h_p3_cp146,459.2344350588656,1.0,head
h_p3_cp147,444.99222557524274,1.0,head
h_p3_cp148,458.8022327415928,1.0,head
h_p3_cp149,445.00185682750646,1.0,head
h_p3_cp150,458.42514366104854,1.0,head
h_p3_cp151,445.0074225609218,1.0,head
h_p3_cp152,458.0972037958531,1.0,head
h_p3_cp153,445.01000475636044,1.0,head
h_p3_cp154,457.8131004285326,1.0,head
h_p3_cp155,445.0105816638512,1.0,head
h_p4_cp0,488.29118331347416,1.0,head
h_p4_cp1,492.17429447296024,1.0,head
h_p4_cp2,488.2668767736335,1.0,head
h_p4_cp3,492.13036770719617,1.0,head
h_p4_cp4,488.2406603547418,1.0,head
h_p4_cp5,492.07585213516404,1.0,head
h_p4_cp6,488.212498070848,1.0,head
h_p4_cp7,492.00979174070415,1.0,head
h_p4_cp8,488.182506210209,1.0,head
h_p4_cp9,491.9315895607732,1.0,head
h_p4_cp10,488.1509565870564,1.0,head
h_p4_cp11,491.841680736877,1.0,head
h_p4_cp12,488.11826952529066,1.0,head
h_p4_cp13,491.7412562384654,1.0,head
h_p4_cp14,488.08501821686485,1.0,head
h_p4_cp15,491.63225942362953,1.0,head
h_p4_cp16,488.0519255296733,1.0,head
h_p4_cp17,491.5170491817588,1.0,head
h_p4_cp18,488.01894450319776,1.0,head
h_p4_cp19,491.39803535197257,1.0,head
h_p4_cp20,487.98754499319193,1.0,head
h_p4_cp21,491.277399274849,1.0,head
h_p4_cp22,487.9583394183362,1.0,head
h_p4_cp23,491.1569723700794,1.0,head
h_p4_cp24,487.9318212028031,1.0,head
h_p4_cp25,491.03825370974903,1.0,head
h_p4_cp26,487.9083455708794,1.0,head
h_p4_cp27,490.9224715913193,1.0,head
h_p4_cp28,487.88810307155757,1.0,head
h_p4_cp29,490.8106287403939,1.0,head
h_p4_cp30,487.8711270955994,1.0,head
h_p4_cp31,490.7035423974367,1.0,head
h_p4_cp32,487.8572957446354,1.0,head
h_p4_cp33,490.60188688343356,1.0,head
h_p4_cp34,487.8468774005643,1.0,head
h_p4_cp35,490.5062126813765,1.0,head
h_p4_cp36,487.83964754564505,1.0,head
h_p4_cp37,490.4168643534235,1.0,head
h_p4_cp38,487.8349981498508,1.0,head
h_p4_cp39,490.3338378643549,1.0,head
h_p4_cp40,487.8321472284514,1.0,head
h_p4_cp41,490.25767759496944,1.0,head
h_p4_cp42,487.82946078271823,1.0,head
h_p4_cp43,490.18872465612833,1.0,head
h_p4_cp44,487.8242142321302,1.0,head
h_p4_cp45,490.1272927272817,1.0,head
h_p4_cp46,487.81275044377287,1.0,head
h_p4_cp47,490.0735903327504,1.0,head
h_p4_cp48,487.7926262128258,1.0,head
h_p4_cp49,490.02786270006027,1.0,head
h_p4_cp50,487.7667249485421,1.0,head
h_p4_cp51,489.9897825615741,1.0,head
h_p4_cp52,487.7390785601228,1.0,head
h_p4_cp53,489.95874173774365,1.0,head
h_p4_cp54,487.71273470951996,1.0,head
h_p4_cp55,489.93414633972685,1.0,head
h_p4_cp56,487.6894787876405,1.0,head
h_p4_cp57,489.9151641288045,1.0,head
h_p4_cp58,487.6701475751535,1.0,head
h_p4_cp59,489.90072894255644,1.0,head
h_p4_cp60,487.65489700269524,1.0,head
h_p4_cp61,489.8890498465992,1.0,head
h_p4_cp62,487.6422636202925,1.0,head
h_p4_cp63,489.8780456772555,1.0,head
h_p4_cp64,487.63235218497834,1.0,head
h_p4_cp65,489.8675411301024,1.0,head
h_p4_cp66,487.6242795620348,1.0,head
h_p4_cp67,489.85764182343473,1.0,head
h_p4_cp68,487.6171633511847,1.0,head
h_p4_cp69,489.8480044959112,1.0,head
h_p4_cp70,487.6109018810697,1.0,head
h_p4_cp71,489.8387394697238,1.0,head
h_p4_cp72,487.60560155892625,1.0,head
h_p4_cp73,489.8303063655481,1.0,head
h_p4_cp74,487.6017417288383,1.0,head
h_p4_cp75,489.82311756364095,1.0,head
h_p4_cp76,487.5996974903822,1.0,head
h_p4_cp77,489.8175335724963,1.0,head
h_p4_cp78,487.59921174178925,1.0,head
h_p4_cp79,489.81385603075074,1.0,head
h_p4_cp80,488.3303826600407,1.0,head
h_p4_cp81,487.635630966501,1.0,head
h_p4_cp82,488.37918543444346,1.0,head
h_p4_cp83,487.6790697756178,1.0,head
h_p4_cp84,488.43782707621153,1.0,head
h_p4_cp85,487.7294910874117,1.0,head
h_p4_cp86,488.5063485266883,1.0,head
h_p4_cp87,487.78666030056536,1.0,head
h_p4_cp88,488.58458416845247,1.0,head
h_p4_cp89,487.8505861618559,1.0,head
h_p4_cp90,488.67229380152264,1.0,head
h_p4_cp91,487.9218639280405,1.0,head
h_p4_cp92,488.7695036665693,1.0,head
h_p4_cp93,488.0018069486234,1.0,head
h_p4_cp94,488.8769569478991,1.0,head
h_p4_cp95,488.0926071682988,1.0,head
h_p4_cp96,488.9961898425956,1.0,head
h_p4_cp97,488.19764682888444,1.0,head
h_p4_cp98,489.1272258698689,1.0,head
h_p4_cp99,488.3217140541374,1.0,head
h_p4_cp100,489.26953610603164,1.0,head
h_p4_cp101,488.4685264801289,1.0,head
h_p4_cp102,489.4238329948096,1.0,head
h_p4_cp103,488.61897373573447,1.0,head
h_p4_cp104,489.5927491247203,1.0,head
h_p4_cp105,488.59398067064336,1.0,head
h_p4_cp106,489.77776930670166,1.0,head
h_p4_cp107,488.5714817776534,1.0,head
h_p4_cp108,489.9786790812207,1.0,head
h_p4_cp109,488.5715086384099,1.0,head
h_p4_cp110,490.1958140303306,1.0,head
h_p4_cp111,488.5903111034106,1.0,head
h_p4_cp112,490.43015396680175,1.0,head
h_p4_cp113,488.6232167782472,1.0,head
h_p4_cp114,490.6829097112547,1.0,head
h_p4_cp115,488.6669967562591,1.0,head
h_p4_cp116,490.95518390851356,1.0,head
h_p4_cp117,488.71951279513564,1.0,head
h_p4_cp118,491.2478718265088,1.0,head
h_p4_cp119,488.77923792755917,1.0,head
h_p4_cp120,491.56172495057297,1.0,head
h_p4_cp121,488.84489448953076,1.0,head
h_p4_cp122,491.89709875034293,1.0,head
h_p4_cp123,488.91518624574917,1.0,head
h_p4_cp124,492.2528437433772,1.0,head
h_p4_cp125,488.9886480560566,1.0,head
h_p4_cp126,492.6231780604523,1.0,head
h_p4_cp127,489.0634864467006,1.0,head
h_p4_cp128,492.99076563507805,1.0,head
h_p4_cp129,489.1377409715881,1.0,head
h_p4_cp130,493.31398821515626,1.0,head
h_p4_cp131,489.2095435023196,1.0,head
h_p4_cp132,493.5141365477354,1.0,head
h_p4_cp133,489.27746895470614,1.0,head
h_p4_cp134,493.50503210832585,1.0,head
h_p4_cp135,489.3411073019222,1.0,head
h_p4_cp136,493.3738038473616,1.0,head
h_p4_cp137,489.400718068074,1.0,head
h_p4_cp138,493.1995837471165,1.0,head
h_p4_cp139,489.45652962703684,1.0,head
h_p4_cp140,493.0236131223204,1.0,head
h_p4_cp141,489.50851207041484,1.0,head
h_p4_cp142,492.86198890494677,1.0,head
h_p4_cp143,489.55831453753535,1.0,head
h_p4_cp144,492.7186402331955,1.0,head
h_p4_cp145,489.6054299082444,1.0,head
h_p4_cp146,492.5924215016804,1.0,head
h_p4_cp147,489.64861004040966,1.0,head
h_p4_cp148,492.4813892123958,1.0,head
h_p4_cp149,489.68809529926654,1.0,head
h_p4_cp150,492.38446306720556,1.0,head
h_p4_cp151,489.724178965601,1.0,head
h_p4_cp152,492.30113368773556,1.0,head
h_p4_cp153,489.75709256257005,1.0,head
h_p4_cp154,492.23132232552325,1.0,head
h_p4_cp155,489.7869691139801,1.0,head
h_p5_cp0,718.2994894744022,1.0,head
h_p5_cp1,715.8171867718793,1.0,head
h_p5_cp2,718.5368399104443,1.0,head
h_p5_cp3,716.0388319195388,1.0,head
h_p5_cp4,718.81164308556,1.0,head
h_p5_cp5,716.2986573876817,1.0,head
h_p5_cp6,719.1236855391369,1.0,head
h_p5_cp7,716.5958290957756,1.0,head
h_p5_cp8,719.4728835545617,1.0,head
h_p5_cp9,716.9291176170241,1.0,head
h_p5_cp10,719.8590806387725,1.0,head
h_p5_cp11,717.296928670451,1.0,head
h_p5_cp12,720.2819469270257,1.0,head
h_p5_cp13,717.6984218611171,1.0,head
h_p5_cp14,720.7409064557189,1.0,head
h_p5_cp15,718.1330419800927,1.0,head
h_p5_cp16,721.2352997025847,1.0,head
h_p5_cp17,718.6002806860789,1.0,head
h_p5_cp18,721.7651486400198,1.0,head
h_p5_cp19,719.0995054993894,1.0,head
h_p5_cp20,722.3283415038976,1.0,head
h_p5_cp21,719.6299046112026,1.0,head
h_p5_cp22,722.9243431238823,1.0,head
h_p5_cp23,720.1905476474902,1.0,head
h_p5_cp24,723.5523652539632,1.0,head
h_p5_cp25,720.7805171740442,1.0,head
h_p5_cp26,724.2112545308689,1.0,head
h_p5_cp27,721.3990772260829,1.0,head
h_p5_cp28,724.8998059715509,1.0,head
h_p5_cp29,722.0458731142478,1.0,head
h_p5_cp30,725.6167384108533,1.0,head
h_p5_cp31,722.7212049265502,1.0,head
h_p5_cp32,726.3605676016209,1.0,head
h_p5_cp33,723.4262325203485,1.0,head
h_p5_cp34,727.1300703157552,1.0,head
h_p5_cp35,724.1614428322077,1.0,head
h_p5_cp36,727.9240528199771,1.0,head
h_p5_cp37,724.9130804470739,1.0,head
h_p5_cp38,728.7406185104389,1.0,head
h_p5_cp39,725.5678710369117,1.0,head
h_p5_cp40,729.5767133526953,1.0,head
h_p5_cp41,726.2346869233013,1.0,head
h_p5_cp42,730.4305326836626,1.0,head
h_p5_cp43,726.9226175871236,1.0,head
h_p5_cp44,731.299943869994,1.0,head
h_p5_cp45,727.6259259179333,1.0,head
h_p5_cp46,732.1817473635788,1.0,head
h_p5_cp47,728.335384710774,1.0,head
h_p5_cp48,733.0723758762012,1.0,head
h_p5_cp49,729.0478975941564,1.0,head
h_p5_cp50,733.9693642838048,1.0,head
h_p5_cp51,729.7575493008251,1.0,head
h_p5_cp52,734.8703248061978,1.0,head
h_p5_cp53,730.4583467051191,1.0,head
h_p5_cp54,735.7723278773254,1.0,head
h_p5_cp55,731.1440488313995,1.0,head
h_p5_cp56,736.6717458071785,1.0,head
h_p5_cp57,731.8079151874532,1.0,head
h_p5_cp58,737.564196198623,1.0,head
h_p5_cp59,732.442803609044,1.0,head
h_p5_cp60,738.4444255381367,1.0,head
h_p5_cp61,733.042077986586,1.0,head
h_p5_cp62,739.3072394262606,1.0,head
h_p5_cp63,733.5997591871864,1.0,head
h_p5_cp64,740.1444554557091,1.0,head
h_p5_cp65,734.1092061828786,1.0,head
h_p5_cp66,740.9477705023335,1.0,head
h_p5_cp67,734.5659413179711,1.0,head
h_p5_cp68,741.70847859275,1.0,head
h_p5_cp69,734.9689426980514,1.0,head
h_p5_cp70,742.4173364682332,1.0,head
h_p5_cp71,735.3192886028044,1.0,head
h_p5_cp72,743.0667628810419,1.0,head
h_p5_cp73,735.6194151856373,1.0,head
h_p5_cp74,743.6508446294579,1.0,head
h_p5_cp75,735.8725811570964,1.0,head
h_p5_cp76,744.1651064288754,1.0,head
h_p5_cp77,736.082372037389,1.0,head
h_p5_cp78,744.6060252574068,1.0,head
h_p5_cp79,736.252442029554,1.0,head
h_p5_cp80,718.2973238678907,1.0,head
h_p5_cp81,745.1740703422046,1.0,head
h_p5_cp82,718.2923309937296,1.0,head
h_p5_cp83,745.851913613556,1.0,head
h_p5_cp84,718.2846444779061,1.0,head
h_p5_cp85,746.648005774026,1.0,head
h_p5_cp86,718.2745911926883,1.0,head
h_p5_cp87,747.574045165527,1.0,head
h_p5_cp88,718.262164762857,1.0,head
h_p5_cp89,748.6475744776722,1.0,head
h_p5_cp90,718.2452418616209,1.0,head
h_p5_cp91,749.8959218764116,1.0,head
h_p5_cp92,718.2261414388137,1.0,head
h_p5_cp93,751.3621277970628,1.0,head
h_p5_cp94,718.204370032222,1.0,head
h_p5_cp95,753.1151983038282,1.0,head
h_p5_cp96,718.1791081264046,1.0,head
h_p5_cp97,755.2661652379014,1.0,head
h_p5_cp98,718.1505622762422,1.0,head
h_p5_cp99,757.9795172839481,1.0,head
h_p5_cp100,718.1193482973099,1.0,head
h_p5_cp101,761.384812385199,1.0,head
h_p5_cp102,718.0854042084757,1.0,head
h_p5_cp103,764.7841374119726,1.0,head
h_p5_cp104,718.0476388527009,1.0,head
h_p5_cp105,761.6548477812753,1.0,head
h_p5_cp106,718.0058480587304,1.0,head
h_p5_cp107,758.5199305787696,1.0,head
h_p5_cp108,717.9610397458538,1.0,head
h_p5_cp109,756.075596447153,1.0,head
h_p5_cp110,717.913996779206,1.0,head
h_p5_cp111,754.1913964105888,1.0,head
h_p5_cp112,717.8651679485615,1.0,head
h_p5_cp113,752.7014405082566,1.0,head
h_p5_cp114,717.8148670257133,1.0,head
h_p5_cp115,751.4924212757826,1.0,head
h_p5_cp116,717.7633909871888,1.0,head
h_p5_cp117,750.4915205337268,1.0,head
h_p5_cp118,717.7110502328937,1.0,head
h_p5_cp119,749.6492844508882,1.0,head
h_p5_cp120,717.6582669259259,1.0,head
h_p5_cp121,748.9278140320307,1.0,head
h_p5_cp122,717.6054962364983,1.0,head
h_p5_cp123,748.2931042192895,1.0,head
h_p5_cp124,717.5530456477659,1.0,head
h_p5_cp125,747.7099263051385,1.0,head
h_p5_cp126,717.5003278418677,1.0,head
h_p5_cp127,747.1391807695586,1.0,head
h_p5_cp128,717.4446068436507,1.0,head
h_p5_cp129,746.539133675367,1.0,head
h_p5_cp130,717.3786207985041,1.0,head
h_p5_cp131,745.8728461645313,1.0,head
h_p5_cp132,717.2882301396871,1.0,head
h_p5_cp133,745.1215583538308,1.0,head
h_p5_cp134,717.1581003977266,1.0,head
h_p5_cp135,744.2945990364337,1.0,head
h_p5_cp136,717.0059938312704,1.0,head
h_p5_cp137,743.4188357110029,1.0,head
h_p5_cp138,716.8483296593881,1.0,head
h_p5_cp139,742.5246013934382,1.0,head
h_p5_cp140,716.6942532437392,1.0,head
h_p5_cp141,741.6375721092843,1.0,head
h_p5_cp142,716.5478680021943,1.0,head
h_p5_cp143,740.7756221959511,1.0,head
h_p5_cp144,716.4106147378754,1.0,head
h_p5_cp145,739.9524839841758,1.0,head
h_p5_cp146,716.2831782470967,1.0,head
h_p5_cp147,739.1788267409141,1.0,head
h_p5_cp148,716.1659235919896,1.0,head
h_p5_cp149,738.4620420450302,1.0,head
h_p5_cp150,716.0594221483622,1.0,head
h_p5_cp151,737.807613590686,1.0,head
h_p5_cp152,715.9650703361317,1.0,head
h_p5_cp153,737.219498519267,1.0,head
h_p5_cp154,715.8841314386726,1.0,head
h_p5_cp155,736.700457482284,1.0,head
h_p6_cp0,882.162457354058,1.0,head
h_p6_cp1,886.4527203582841,1.0,head
h_p6_cp2,882.2418480484512,1.0,head
h_p6_cp3,886.6701743820212,1.0,head
h_p6_cp4,882.3312892355314,1.0,head
h_p6_cp5,886.9254617096636,1.0,head
h_p6_cp6,882.4307242678756,1.0,head
h_p6_cp7,887.2198447398691,1.0,head
h_p6_cp8,882.5399721776494,1.0,head
h_p6_cp9,887.5541205823705,1.0,head
h_p6_cp10,882.6590885014309,1.0,head
h_p6_cp11,887.9288262475636,1.0,head
h_p6_cp12,882.7880230404484,1.0,head
h_p6_cp13,888.3434834275531,1.0,head
h_p6_cp14,882.9267704445456,1.0,head
h_p6_cp15,888.795415747619,1.0,head
h_p6_cp16,883.0745919232131,1.0,head
h_p6_cp17,889.284895996894,1.0,head
h_p6_cp18,883.230280795756,1.0,head
h_p6_cp19,889.8125405466817,1.0,head
h_p6_cp20,883.3929166219216,1.0,head
h_p6_cp21,890.3785061546853,1.0,head
h_p6_cp22,883.5608082075065,1.0,head
h_p6_cp23,890.9831919661614,1.0,head
h_p6_cp24,883.7323667389135,1.0,head
h_p6_cp25,891.6271095647213,1.0,head
h_p6_cp26,883.9069564337742,1.0,head
h_p6_cp27,892.3107890312481,1.0,head
h_p6_cp28,884.085060503482,1.0,head
h_p6_cp29,893.0347253088166,1.0,head
h_p6_cp30,884.2677579761838,1.0,head
h_p6_cp31,893.7993552939679,1.0,head
h_p6_cp32,884.4537066999346,1.0,head
h_p6_cp33,894.6050452940908,1.0,head
h_p6_cp34,884.6411933044603,1.0,head
h_p6_cp35,895.4520259351227,1.0,head
h_p6_cp36,884.8292391844541,1.0,head
h_p6_cp37,896.3400524169393,1.0,head
h_p6_cp38,885.0183183832605,1.0,head
h_p6_cp39,897.2664988367849,1.0,head
h_p6_cp40,885.2078157689814,1.0,head
h_p6_cp41,898.2333260624346,1.0,head
h_p6_cp42,885.395308232467,1.0,head
h_p6_cp43,899.2395588704617,1.0,head
h_p6_cp44,885.5798491254261,1.0,head
h_p6_cp45,900.2828620003472,1.0,head
h_p6_cp46,885.7610662797338,1.0,head
h_p6_cp47,901.3595846944929,1.0,head
h_p6_cp48,885.9390381553973,1.0,head
h_p6_cp49,902.4639224381883,1.0,head
h_p6_cp50,886.1145876812886,1.0,head
h_p6_cp51,903.5862906574686,1.0,head
h_p6_cp52,886.2878278181912,1.0,head
h_p6_cp53,904.7132795587495,1.0,head
h_p6_cp54,886.4577890407668,1.0,head
h_p6_cp55,905.8256921099567,1.0,head
h_p6_cp56,886.6235158811456,1.0,head
h_p6_cp57,906.8970039490291,1.0,head
h_p6_cp58,886.7842128357602,1.0,head
h_p6_cp59,907.8925609111184,1.0,head
h_p6_cp60,886.9389862892007,1.0,head
h_p6_cp61,908.7707717390903,1.0,head
h_p6_cp62,887.085071426819,1.0,head
h_p6_cp63,909.4882598229973,1.0,head
h_p6_cp64,887.2232785735753,1.0,head
h_p6_cp65,910.0104367109088,1.0,head
h_p6_cp66,887.3524796601431,1.0,head
h_p6_cp67,910.3242928356584,1.0,head
h_p6_cp68,887.4701956361782,1.0,head
h_p6_cp69,910.4456986137925,1.0,head
h_p6_cp70,887.5734679159676,1.0,head
h_p6_cp71,910.4118676151679,1.0,head
h_p6_cp72,887.6593784684896,1.0,head
h_p6_cp73,910.2680640358224,1.0,head
h_p6_cp74,887.7299651482772,1.0,head
h_p6_cp75,910.0572608001709,1.0,head
h_p6_cp76,887.7878197560083,1.0,head
h_p6_cp77,909.8152937858156,1.0,head
h_p6_cp78,887.8345690073063,1.0,head
h_p6_cp79,909.5695308937568,1.0,head
h_p6_cp80,882.2282308079546,1.0,head
h_p6_cp81,888.0530842666034,1.0,head
h_p6_cp82,882.3041808168302,1.0,head
h_p6_cp83,888.3060740531283,1.0,head
h_p6_cp84,882.3905047226183,1.0,head
h_p6_cp85,888.5916012652197,1.0,head
h_p6_cp86,882.4870547820185,1.0,head
h_p6_cp87,888.9062693835912,1.0,head
h_p6_cp88,882.5946229303123,1.0,head
h_p6_cp89,889.2473750409646,1.0,head
h_p6_cp90,882.7117513619057,1.0,head
h_p6_cp91,889.6176749859125,1.0,head
h_p6_cp92,882.8371044284788,1.0,head
h_p6_cp93,890.0206653969863,1.0,head
h_p6_cp94,882.9695975558192,1.0,head
h_p6_cp95,890.4572290805836,1.0,head
h_p6_cp96,883.1073174303419,1.0,head
h_p6_cp97,890.9317679655992,1.0,head
h_p6_cp98,883.2490697990895,1.0,head
h_p6_cp99,891.4455916856216,1.0,head
h_p6_cp100,883.3942394189321,1.0,head
h_p6_cp101,891.999542722549,1.0,head
h_p6_cp102,883.5421322380739,1.0,head
h_p6_cp103,892.5927976700383,1.0,head
h_p6_cp104,883.6916796620472,1.0,head
h_p6_cp105,893.2155864327426,1.0,head
h_p6_cp106,883.8423313070743,1.0,head
h_p6_cp107,893.8795167651816,1.0,head
h_p6_cp108,883.9940830526381,1.0,head
h_p6_cp109,894.5863835743262,1.0,head
h_p6_cp110,884.1466389143325,1.0,head
h_p6_cp111,895.3372252763721,1.0,head
h_p6_cp112,884.2993188843172,1.0,head
h_p6_cp113,896.1324662628372,1.0,head
h_p6_cp114,884.4511955322757,1.0,head
h_p6_cp115,896.9722257556195,1.0,head
h_p6_cp116,884.6010809918165,1.0,head
h_p6_cp117,897.8562634970738,1.0,head
h_p6_cp118,884.7479304463573,1.0,head
h_p6_cp119,898.7837988964561,1.0,head
h_p6_cp120,884.8911872880102,1.0,head
h_p6_cp121,899.7532909094466,1.0,head
h_p6_cp122,885.030259161113,1.0,head
h_p6_cp123,900.7620593257332,1.0,head
h_p6_cp124,885.1647039434911,1.0,head
h_p6_cp125,901.8057730302221,1.0,head
h_p6_cp126,885.2942405945566,1.0,head
h_p6_cp127,902.8778218222474,1.0,head
h_p6_cp128,885.4185920528748,1.0,head
h_p6_cp129,903.9684102468859,1.0,head
h_p6_cp130,885.5373494740032,1.0,head
h_p6_cp131,905.0634849217089,1.0,head
h_p6_cp132,885.6498845603074,1.0,head
h_p6_cp133,906.1435420313106,1.0,head
h_p6_cp134,885.7554014574921,1.0,head
h_p6_cp135,907.1823520970227,1.0,head
h_p6_cp136,885.8531501350313,1.0,head
h_p6_cp137,908.1460721945846,1.0,head
h_p6_cp138,885.9425282281163,1.0,head
h_p6_cp139,908.9938812090436,1.0,head
h_p6_cp140,886.023287944784,1.0,head
h_p6_cp141,909.683086233462,1.0,head
h_p6_cp142,886.0957414125023,1.0,head
h_p6_cp143,910.1779913843869,1.0,head
h_p6_cp144,886.1609012435968,1.0,head
h_p6_cp145,910.4655228031454,1.0,head
h_p6_cp146,886.2203183152412,1.0,head
h_p6_cp147,910.5610350411574,1.0,head
h_p6_cp148,886.2755375472539,1.0,head
h_p6_cp149,910.5011262676874,1.0,head
h_p6_cp150,886.3270738102044,1.0,head
h_p6_cp151,910.3317142256531,1.0,head
h_p6_cp152,886.3745984105508,1.0,head
h_p6_cp153,910.0973100599205,1.0,head
h_p6_cp154,886.4170035861048,1.0,head
h_p6_cp155,909.833798095872,1.0,head
h_p7_cp0,985.6268516870086,1.0,head
h_p7_cp1,986.6208700956034,1.0,head
h_p7_cp2,985.5673376768567,1.0,head
h_p7_cp3,986.5542836687013,1.0,head
h_p7_cp4,985.4963979162246,1.0,head
h_p7_cp5,986.4751639900187,1.0,head
h_p7_cp6,985.4133304201275,1.0,head
h_p7_cp7,986.3827397094556,1.0,head
h_p7_cp8,985.3178228175921,1.0,head
h_p7_cp9,986.2768389136579,1.0,head
h_p7_cp10,985.2094015952812,1.0,head
h_p7_cp11,986.1580542428566,1.0,head
h_p7_cp12,985.0874946883821,1.0,head
h_p7_cp13,986.026881272758,1.0,head
h_p7_cp14,984.951651196623,1.0,head
h_p7_cp15,985.8872553519984,1.0,head
h_p7_cp16,984.802059026284,1.0,head
h_p7_cp17,985.7390882671712,1.0,head
h_p7_cp18,984.6396764228997,1.0,head
h_p7_cp19,985.5796170247386,1.0,head
h_p7_cp20,984.4660209813601,1.0,head
h_p7_cp21,985.4112022084172,1.0,head
h_p7_cp22,984.2826287241954,1.0,head
h_p7_cp23,985.2341566794533,1.0,head
h_p7_cp24,984.0914844777825,1.0,head
h_p7_cp25,985.049321915262,1.0,head
h_p7_cp26,983.893359248186,1.0,head
h_p7_cp27,984.8581132355366,1.0,head
h_p7_cp28,983.6875312271206,1.0,head
h_p7_cp29,984.6620540542773,1.0,head
h_p7_cp30,983.4733065331651,1.0,head
h_p7_cp31,984.4625475634253,1.0,head
h_p7_cp32,983.253118529545,1.0,head
h_p7_cp33,984.2606456866346,1.0,head
h_p7_cp34,983.029346470039,1.0,head
h_p7_cp35,984.057543474029,1.0,head
h_p7_cp36,982.8039104811958,1.0,head
h_p7_cp37,983.853285948374,1.0,head
h_p7_cp38,982.5775142296004,1.0,head
h_p7_cp39,983.6385372815104,1.0,head
h_p7_cp40,982.3524674747082,1.0,head
h_p7_cp41,983.4246187194726,1.0,head
h_p7_cp42,982.1314156237434,1.0,head
h_p7_cp43,983.2134994488746,1.0,head
h_p7_cp44,981.9151767802609,1.0,head
h_p7_cp45,983.0059729047463,1.0,head
h_p7_cp46,981.7040339014002,1.0,head
h_p7_cp47,982.8047406807582,1.0,head
h_p7_cp48,981.4981208586461,1.0,head
h_p7_cp49,982.6082503883773,1.0,head
h_p7_cp50,981.2974080604893,1.0,head
h_p7_cp51,982.4175533821182,1.0,head
h_p7_cp52,981.1024965059638,1.0,head
h_p7_cp53,982.2331926848868,1.0,head
h_p7_cp54,980.9138228869251,1.0,head
h_p7_cp55,982.0554142588408,1.0,head
h_p7_cp56,980.7304764435896,1.0,head
h_p7_cp57,981.8842221190782,1.0,head
h_p7_cp58,980.5534648452787,1.0,head
h_p7_cp59,981.7192972707273,1.0,head
h_p7_cp60,980.3843421828055,1.0,head
h_p7_cp61,981.5600946944005,1.0,head
h_p7_cp62,980.2256406202113,1.0,head
h_p7_cp63,981.4059386295525,1.0,head
h_p7_cp64,980.0766624969303,1.0,head
h_p7_cp65,981.2560270167477,1.0,head
h_p7_cp66,979.937638840478,1.0,head
h_p7_cp67,981.1101228627232,1.0,head
h_p7_cp68,979.8077198491948,1.0,head
h_p7_cp69,980.968937642424,1.0,head
h_p7_cp70,979.6849140164429,1.0,head
h_p7_cp71,980.8339208139578,1.0,head
h_p7_cp72,979.567896357492,1.0,head
h_p7_cp73,980.7070223385142,1.0,head
h_p7_cp74,979.4584234518268,1.0,head
h_p7_cp75,980.5904970258141,1.0,head
h_p7_cp76,979.3594253161613,1.0,head
h_p7_cp77,980.4864258637405,1.0,head
h_p7_cp78,979.2736485399506,1.0,head
h_p7_cp79,980.3966735884974,1.0,head
h_p7_cp80,985.7827998021023,1.0,head
h_p7_cp81,979.3098075601404,1.0,head
h_p7_cp82,985.9638273156664,1.0,head
h_p7_cp83,979.3505055064645,1.0,head
h_p7_cp84,986.1693681253732,1.0,head
h_p7_cp85,979.3934506281463,1.0,head
h_p7_cp86,986.39913478963,1.0,head
h_p7_cp87,979.436516721704,1.0,head
h_p7_cp88,986.6526143872251,1.0,head
h_p7_cp89,979.4783912708035,1.0,head
h_p7_cp90,986.9316894507189,1.0,head
h_p7_cp91,979.5201738057335,1.0,head
h_p7_cp92,987.2343788527735,1.0,head
h_p7_cp93,979.5645170502048,1.0,head
h_p7_cp94,987.5598939554475,1.0,head
h_p7_cp95,979.6153334328153,1.0,head
h_p7_cp96,987.9067477089234,1.0,head
h_p7_cp97,979.6686312486385,1.0,head
h_p7_cp98,988.2720465616089,1.0,head
h_p7_cp99,979.7260297812027,1.0,head
h_p7_cp100,988.6505404195423,1.0,head
h_p7_cp101,979.7877827177324,1.0,head
h_p7_cp102,989.0336744793885,1.0,head
h_p7_cp103,979.8507804137098,1.0,head
h_p7_cp104,989.4088239468758,1.0,head
h_p7_cp105,979.8883228770499,1.0,head
h_p7_cp106,989.7571898963786,1.0,head
h_p7_cp107,979.9261010277031,1.0,head
h_p7_cp108,990.0552376646303,1.0,head
h_p7_cp109,979.9663301299564,1.0,head
h_p7_cp110,990.276138991404,1.0,head
h_p7_cp111,980.0081295032979,1.0,head
h_p7_cp112,990.3959899205377,1.0,head
h_p7_cp113,980.0504100057827,1.0,head
h_p7_cp114,990.4043359619056,1.0,head
h_p7_cp115,980.0921870829462,1.0,head
h_p7_cp116,990.3118004625571,1.0,head
h_p7_cp117,980.132770014246,1.0,head
h_p7_cp118,990.1421506185818,1.0,head
h_p7_cp119,980.1716783444093,1.0,head
h_p7_cp120,989.9215968886313,1.0,head
h_p7_cp121,980.2086333913478,1.0,head
h_p7_cp122,989.6720965244455,1.0,head
