group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
p_inst:0,1329.7639965045038934,17.057441568833720424,2,0.040000000000000000833,148,2.9599999999999999645,40.079509644127597312,7.2726353381270349985
