group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
p_inst:0,1002.3687173213470487,43.987372578799885048,0,0,0,0,40.079509644127597312,11.552712846387061418
