group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
p_inst:0,1002.1517091645516757,43.98493534096115809,0,0,0,0,40.079509644127597312,10.903046925603748107
