real_name,s_00,s_01,s_02,s_03,s_04,s_05,s_06,s_07,s_08,s_09,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,s_49,s_50,s_51
base,1.5465139184244135577e-56,4.7386466482299727618e-08,0.00011314362114513270836,0.0021726446955058018734,0.010651591485719364219,0.029159691817743998987,0.058846711718293330529,0.09912675134865639448,0.14862062326092279063,0.20573852546328336155,0.26896159609307462857,0.33695218664568737932,0.40858010504649155958,0.48291200083316782043,0.55918715139603525355,0.636790383033759122,0.7152266735039005674,0.7940990481741994067,0.87309005512931969761,0.95194655307073317019,1.0304673578480256779,1.1084932683532056075,1.1858990340767838756,1.26258688988881973,1.3384813485346591655,1.4135249998574646035,1.4876751154015850354,1.5609008978107081766,1.6331812472884905674,1.7045029435909326843,1.7748591627941316951,1.8442482645060063184,1.9126727981656568289,1.980138687329012992,2.0466545589557258999,2.1122311911489606295,2.1768810579167183761,2.2406179536022379217,2.3034566828917988346,2.3654128049227880481,2.4265024221175712782,2.4867420060650129443,2.5461482541438851257,2.6047379716962675289,2.662527975465566854,2.7195350147537249441,2.7757757073578392948,2.8312664878434725679,2.886023566120908157,2.9400628946279949716,2.993400142702203226,3.0460506769556978668
