SP,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
10,0.030071462515668876,0.028538315306726965,1.2710024846780779,0.10619860688767331,0.033705228635620955,1.6818968049366956,0.5105553710722125,0.04487772636583478,2.1870202670486214,0.2839431686284069,0.8267541615600271,0.10882753615515439,0.7162857454143439,0.3066166004566559,0.2067080149567607,0.32029682677092747,0.2819549686506873,0.17411664195029716,0.10920403479995612,0.007719227128171009,0.05928717087769237,0.06637606799391008,0.4535147579209048,5.8270845514094844,2.3462640654022078
11,0.019654325175989234,0.01840547422807906,0.7065247895076446,0.35637071265224984,0.030260206138552074,0.9757934334829694,0.25740514653609614,0.047835005497246015,1.9433673333074653,0.4570109352069088,0.9795453828198614,0.08862650361225051,1.897986824842948,0.2968515771523178,0.6187380533005727,0.02719283009510482,0.3232972883766179,0.11162044870612677,0.10345479548352797,0.018235013760385527,0.060976394733054155,0.0833912084800427,4.445936364948834,3.1826457847371996,1.2029542138006297
12,0.03508510241311089,0.002867835707363213,0.8397912292634597,0.1526274083077787,0.07689091548925836,2.6876990124054907,0.2784072187471282,0.045289854050603845,0.9328427482037024,1.9069398541461793,0.6766845438199869,0.18160904460519992,1.7917247129494853,0.2744421543328384,0.051804029945705835,0.3019505237748068,0.1562743558263159,0.16210293688018795,0.05097453422588847,0.013304753936545006,0.07494426023085023,0.06132387384352694,0.2784616248578524,4.219913936196712,2.490690434979815
13,0.0031824112974221798,0.026231772945922716,0.25426509839363515,0.07034995015708992,0.14912383402522048,5.229795103591882,0.5994278746906734,0.0006682769926960505,0.19632254157127652,0.7174088191222542,0.2708576703498037,0.19117704001178756,0.8163055986958702,0.10439442264628027,0.10340606595879008,0.2660640387236206,0.11404433025335739,0.021458011011517224,0.026171714975604117,0.01278902764500503,0.05216639207151015,0.10555332082130056,1.875093831194303,4.160980163722795,2.116484780407394
14,0.00794754281015353,0.015271863331735037,0.297213331161291,0.12676308552788063,0.12672700476503693,3.891317925292162,0.4552172117071053,0.06655038481063119,0.9879422868663347,0.5057004605052868,0.16660732612378695,0.11378962127675225,1.4158161398545692,0.09283916380581855,0.3781708554040683,0.10471981769252166,0.053565830118196274,0.05764812696726927,0.0398290043742932,0.014842141746661652,0.013259440077150911,0.06019600073626745,1.466654032479723,3.1194997464174894,0.8927671165718766
15,0.009604763982002528,0.013561721169824497,0.12818214703056519,0.20429235397148987,0.0424340924830712,3.6328121693356423,0.8366652763016074,0.06741259037802678,0.7395077471407756,1.4840954778590063,0.8325794039452395,0.15086356695406375,0.6216729576374577,0.17670316193634125,0.035106007926075135,0.05421196831914843,0.09778115035379778,0.04953224092743404,0.0014245209811515366,0.018051937635357243,0.009004574763101398,0.10268509823534164,1.1812288938429851,3.3661822228077645,0.6140245536633089
16,0.05793492824055251,0.011565532125032403,0.16727239726239346,0.13359176639587483,0.05637369791008469,1.2626752934954784,1.4221171510614865,0.0646282070938978,1.060059137034036,1.5455946437209338,0.15996586214246644,0.13382357847967394,0.20186590627064185,0.2128487638351005,0.44298868245514095,0.015033798032498161,0.18830536007535897,0.05712506089078779,0.003783770995177601,0.010437640502202137,0.005090594288874279,0.015107839038059758,0.6380658152250153,2.553436467643938,0.6420588542153329
17,0.07741000804219272,0.0013800659540222603,0.06158969036655323,0.14527686831060715,0.072820492255482,5.756704031897519,0.5375582843759091,0.04268775344029499,1.4875904911415399,1.3766065032804924,0.7919642335907517,0.03180701140934955,0.1849827196180528,0.05555044885434617,0.19768493433893727,0.06735194388995339,0.15064002642674573,0.10251790765010312,0.0506920894401172,0.0015669463474445307,0.006431101655764154,0.06135007557167285,0.11004460962386539,3.409643977226164,0.7414128385784887
18,0.04348910031680664,0.023550821049832797,0.14094517877478369,0.17592532610474043,0.10194862168553272,3.949425635718949,0.5354955465052433,0.05788848444770935,0.6346165188069656,1.379051932773532,0.19200625781705644,0.0854704853364465,0.005015671326792195,0.1975282146067977,0.22496005329464108,0.00846028881017,0.03169005510975511,0.019158269342872198,0.06351674324045542,0.006252332707927561,0.027509380636804418,0.07432856792494018,0.3562038675932741,2.848795357269907,1.2535578012810025
19,0.06475902152036274,0.022836110193493724,0.18800001090889154,0.07537496683548955,0.056570287254462254,7.257875194299938,1.3544727545267663,0.047385387233428035,0.6265181611118703,0.08602163883836808,0.54404224765382,0.028120378144565313,0.5618540063001959,0.007529117331811284,0.23497680794769832,0.14753268989164506,0.1487772294352418,0.11026523982622025,0.03149393441318347,0.0005432731614579269,0.039783299127293996,0.07880475694226763,0.8038822021279424,0.23642165267272422,1.5305963323705056
