SP,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,118.35059166084683,16.12937712627164,0.0017392355409725944,0.02623015104671505,0.005209088746987894,0.0059293038441270195,0.0013972558268042553,0.0036189207840593906,0.001017408655576806,84.29227869400543,0.0009804227439905585,122.2565659867655,0.0011408014074627392,0.009212596476873502,0.0053662779209490315,133.08771713517163,107.7383238935667,99.09574198470045,0.0005402660404550868,49.28251981830519
1,0.002301031469434597,0.005629775392887825,108.70749045480801,66.852060877412,23.444257346821633,13.207589561430032,0.002194976967877218,46.73275977132523,0.00030628934155680195,84.23437593200056,0.0019132004091786418,122.32217068111092,128.79395474755216,34.08032586959011,63.65884928430426,0.0003131958265643382,107.73531755784853,99.09539168077328,0.0035526241838722723,0.0030526872256306133
2,0.0012973729043665406,16.127851335152712,108.71828210171624,0.005128426136200378,0.005475891665732196,0.0047379876456948395,0.00999384746811894,46.726227292330975,28.343463155259617,84.30982451796,17.752398414617552,122.28640975230205,0.006873104613028504,1.3090453733537755e-10,0.005787898839373037,133.0875700765882,0.00042244420885847734,0.0007979417955000349,0.007284346289031478,0.008805264216043286
3,118.34793201087659,16.133210166357724,0.03505006452853594,0.005165798248452254,0.009266665027121132,0.00809881989536914,42.221137377924585,0.005592472911933076,28.34941227988797,84.47793567904345,0.0029167477166954013,122.27475702225685,128.7941945975428,33.76397020111086,63.66765828828942,133.08881590483043,0.00014758904259698117,0.0035052211410615437,76.37595612277808,0.0005292147185218612
4,0.006448442484923827,16.132847278914213,108.7252936250476,0.005292502758821903,23.352585502239275,0.12678291429969824,42.23162575978116,0.003412448460846117,0.0007350331249306237,84.3125955866451,0.002165645552780239,122.27322123006853,128.79770782636874,0.009485107992362005,63.6596643889331,0.00027053630392757455,6.976629212726783e-05,0.001738312526653075,0.0010046325364947426,49.27654020655304
5,118.35201809248385,16.131768040287803,108.62048014972649,0.003607433750088244,0.27596590485989037,12.945779590082413,0.004740193925546182,0.0023884515732929884,0.003575403229636998,83.73276247803761,17.744546560637964,122.29092015343379,128.80646362948303,0.6878292202001881,63.653182925870986,0.0012078790310113593,0.00022272969729648717,99.08783346617133,76.37344723973999,0.002326375884472397
6,0.002506410403811869,0.003295363269746072,0.01853237945649243,0.004073039776835466,23.47263236205116,6.259164954946264e-07,0.0036503479788418548,0.0038152071058062745,28.343443270921632,0.20352055436227756,17.775216122280746,122.26643854244914,128.79423221569922,33.73775740729729,0.008284604697911408,133.08554432136648,0.000730197444170292,99.09124474606429,76.38021431474145,0.002460488294481381
7,0.003968197966845506,16.122380703865783,0.06924289341652141,0.004363887997522479,0.03048758383092677,0.013531944455072963,42.20251176492222,46.75464454204118,0.0024492796146741674,0.3461799541503293,17.73663502279595,0.006742693450121463,128.79587574582257,33.56981191943131,63.64082440535397,133.08493769969786,0.0006543331617017686,0.012751808642760244,76.3744654560785,49.282824539355445
8,118.35905824948429,0.010475782543990063,0.01225482851260352,66.8763405549113,23.290718321428994,0.14406811935365715,0.006333971868881749,46.76228242545292,0.0019790269768255914,6.966015674097453e-10,17.750034119814014,122.30219572159643,0.0030152315806714737,33.954908577320886,63.67319540913398,0.003333598677673192,107.73638715461949,0.001125611216741501,76.3704118761009,49.27309293622716
9,118.34429990329174,0.003802450895363131,0.026940418756538683,66.94101562807184,23.49510528358615,0.009813903980972052,42.23225327763721,0.004880239362845531,0.0017690525134095192,0.19447056429483478,0.015460894627867483,122.22958501709127,0.0012432895754832369,33.76304409473102,0.008033369846943961,133.0886725499164,107.73197540458587,99.09846727881944,76.37250523923845,0.0011072442146429133
10,118.35086166937693,16.11964055138334,0.0029856127349321467,66.83179861848707,23.233863818703536,13.437914015669838,42.26049868950703,46.71295124582029,28.344213417532245,84.25262588191698,17.748609464334656,0.06872998885773945,0.002305104381723354,34.027835421713924,0.015632385137064306,0.00211440828702389,107.74094843448607,99.10020791721581,76.39284366165214,0.003197295845332093
11,118.34341250021,0.0019091300841322955,108.71527338267379,0.01686326583001798,0.008437267997940187,0.010917613277092241,0.0024664288429172647,0.022172243264534867,28.34195648558429,0.002791030822785089,0.021770721442053394,122.25377790905353,128.78695955784147,33.98370456590691,0.03427428076840301,133.08924277753044,107.73704574121254,99.09207512301107,76.36819770045015,49.27209301829747
12,118.35992841469239,0.0006403505870979361,108.73493959555333,66.8914333735501,0.008732161699039877,0.010008471076553647,0.0014483497636971767,0.01516221198496676,0.005317747072669187,0.07872574447461633,17.73349306138108,122.29586468928646,0.00849516188867458,33.879285009578865,63.61842567667745,133.08819869230285,107.73571848433986,0.0032767052812894518,76.36968599095465,49.278933023292296
13,118.36195382086645,0.003080409007031922,0.004349105096109232,0.014347878602219585,23.638588177976313,13.028471723406014,42.213346941480474,46.7352561271622,28.348306045962815,84.29411254003048,17.77316428825345,122.26372726059859,0.005832001887240176,0.011369967939301931,63.67396820043293,0.0008788168863125246,107.73468139092236,99.09540482579504,0.004357459698147316,49.29038531910149
14,118.34426819765892,16.126824872096368,108.68434828579943,66.88589511649731,0.006827934473959445,0.006441829588314372,42.23411469417867,46.726821074343036,28.343437303441362,84.0943207463365,17.74847038009702,122.29522692911354,128.78955081867565,0.28211042868494873,0.007735465322046591,133.08586551531153,0.004410298432373804,0.0024592892370479203,0.010236775787081088,0.014055572574053933
15,0.004803008944703675,0.003794314266825157,108.67407175067436,66.88317132616068,23.629774760348994,13.05243709771699,0.007941649286436675,46.727535768130465,0.005074658241361633,84.07213737308042,17.751573223411746,0.009783592660690447,128.7964185898804,34.25222818496635,63.66991792989473,133.0880861671958,107.73546129084703,99.08555668638208,76.38514273738858,0.002670447525548717
16,118.35400569541545,0.001512307543102817,0.0032983216117992657,66.90287696503334,0.2652889478774899,12.956354898218,42.19947232064287,0.005366728033134667,28.343312464314224,0.005332469790125113,17.759538072245146,122.27456345714089,128.80147437082113,0.005578109801034063,63.63756254449303,133.0834710773223,0.0005069903952917575,0.0037474367083615762,0.0030490401331266597,49.298251089569206
17,0.01188861756653649,0.0034536490338722553,108.75282976136621,0.0033350815233774015,23.443874754699607,0.017505297552114756,42.21180077335258,0.005373987676823304,28.3530469931488,0.21107355604419953,17.7381593258743,0.0039897910269099425,128.798354432129,33.738454951301776,63.658371869448395,0.0001679643452046356,0.00020599282502929648,0.003291280391896559,76.37506664472153,0.002449691669338166
18,118.3463146969664,16.134927961419862,108.71013471133425,0.014465010330255747,23.4509854547587,13.230094247867811,42.23916099569424,0.0005491054016164361,0.003265332687310042,84.14323842951933,17.75096131974077,122.27018691934121,128.79749675481722,34.16540446784297,0.007278413100191569,0.00019093481899924621,107.73595692454381,0.003116737803735255,0.0002237917917721454,0.0012713855423450166
19,0.0007099924066947804,0.001735799125265135,108.71047022716827,66.88520014363425,1.1419083773206339e-07,0.032559481999026765,0.0044966389275852905,0.0012297660752926339,0.001928613758187365,0.0054554888317823284,0.004422689825222099,122.28835651397715,0.002914072918877384,0.00681592518593969,0.001899587464766206,0.0002948641773628456,107.73554238070776,99.08930516178721,0.00025610228180517226,49.28046951895046
