obsnme,obsval
h_p12_cp56,0.24342452666815007
h_p12_cp57,3.6660208024841268e-06
h_p12_cp58,0.20571618717895035
h_p12_cp59,1.4114170880930033e-06
h_p12_cp60,0.2321577627340048
h_p12_cp61,5.259325916995294e-07
h_p12_cp62,0.31449541557140037
h_p12_cp63,2.0263314581825398e-07
h_p12_cp64,0.4292141352316321
h_p12_cp65,9.441919246455655e-08
h_p12_cp66,0.5345435926546998
h_p12_cp67,6.174013833515346e-08
h_p12_cp68,0.5789683822342795
h_p12_cp69,5.163929017726332e-08
h_p12_cp70,0.532731459877823
h_p12_cp71,4.5487695388146676e-08
h_p12_cp72,0.4221439850985007
h_p12_cp73,3.807190296356566e-08
h_p12_cp74,0.2940704865070529
h_p12_cp75,2.9289140002219938e-08
h_p12_cp76,0.1832618644455124
h_p12_cp77,2.0550942281261086e-08
h_p12_cp78,0.10354401277140823
h_p12_cp79,1.3136741472408175e-08
h_p12_cp80,0.053577020171360346
h_p12_cp81,7.630433174199425e-09
h_p12_cp82,0.02558488185400165
h_p12_cp83,3.976083462475799e-09
h_p12_cp84,0.0505537119802284
h_p12_cp85,0.04930377163236699
h_p12_cp86,0.09460471528791459
h_p12_cp87,0.08770168519936306
h_p12_cp88,0.16170187838906713
h_p12_cp89,0.14378736237495104
h_p12_cp90,0.25100614929306175
h_p12_cp91,0.2179739608741329
h_p12_cp92,0.35123114058342253
h_p12_cp93,0.3093551871179443
h_p12_cp94,0.43738898065612375
h_p12_cp95,0.42148823207844544
h_p12_cp96,0.4744828647162649
h_p12_cp97,0.5675866527508333
h_p12_cp98,0.43975654299765665
h_p12_cp99,0.7571295361246939
h_p12_cp100,0.3560531484222338
h_p12_cp101,0.9499270646570039
h_p12_cp102,0.25821253791309573
h_p12_cp103,1.0341057818664012
h_p12_cp104,0.17074849625259958
h_p12_cp105,0.9178917266317512
h_p12_cp106,0.10437480331347615
h_p12_cp107,0.6992917688726266
h_p12_cp108,0.05967846300927704
h_p12_cp109,0.5032451343317916
h_p12_cp110,0.03223229174500375
h_p12_cp111,0.3907219834090938
h_p12_cp112,0.016560202045639016
h_p12_cp113,0.3692222324805243
h_p12_cp114,0.008127689894990908
h_p12_cp115,0.41617421778187236
h_p12_cp116,0.003825868303920288
h_p12_cp117,0.48494853231727575
h_p12_cp118,0.001760070417276438
h_p12_cp119,0.5114791238318048
h_p12_cp120,0.0008947629703470739
h_p12_cp121,0.45246369078313364
h_p12_cp122,0.0007991787065293465
h_p12_cp123,0.33953661949385605
h_p12_cp124,0.0015955423436935234
h_p12_cp125,0.22272548356568223
h_p12_cp126,0.004215972125166445
h_p12_cp127,0.13111866117947102
h_p12_cp128,0.011157896297845582
h_p12_cp129,0.07056387835473288
h_p12_cp130,0.02800155502927737
h_p12_cp131,0.03512598928409716
h_p12_cp132,0.06582966147516345
h_p12_cp133,0.016294869757302877
h_p12_cp134,0.14400971474924518
h_p12_cp135,0.0070859164748071635
h_p12_cp136,0.2911286771209234
h_p12_cp137,0.002920373928873232
h_p12_cp138,0.5392267050488044
h_p12_cp139,0.0012086490057754418
h_p12_cp140,0.9045560221416054
h_p12_cp141,0.0006843075984761526
h_p12_cp142,1.352092114572315
h_p12_cp143,0.0009020514337407803
h_p12_cp144,1.7600745376544182
h_p12_cp145,0.001997140070216119
h_p12_cp146,1.9375484029174004
h_p12_cp147,0.0046745023610128555
h_p12_cp148,1.760074534603973
h_p12_cp149,0.010316985217741603
h_p12_cp150,1.3520921038020788
h_p12_cp151,0.0209755173011672
h_p12_cp152,0.9045559883998067
h_p12_cp153,0.03883425700587395
h_p12_cp154,0.5392266048479541
h_p12_cp155,0.06476508288642435
h_p12_cp156,0.29112839323306616
h_p12_cp157,0.09628596271682
h_p12_cp158,0.14400894452637658
h_p12_cp159,0.1267938267626505
h_p12_cp160,0.06582764812765163
h_p12_cp161,0.1488293184268059
h_p12_cp162,0.0279964401684083
h_p12_cp163,0.1609692726638059
h_p12_cp164,0.011145137321364018
h_p12_cp165,0.17112621429487263
h_p12_cp166,0.004184429034921777
h_p12_cp167,0.18950726738444246
h_p12_cp168,0.0015178393650785438
h_p12_cp169,0.2180370248931922
h_p12_cp170,0.0006084562965043006
h_p12_cp171,0.24549674887271067
h_p12_cp172,0.0004303960363358783
h_p12_cp173,0.2529276614020546
h_p12_cp174,0.0006459071951212536
h_p12_cp175,0.22854273198436204
h_p12_cp176,0.0012106431977372267
h_p12_cp177,0.18036848563929198
h_p12_cp178,0.002169695253996906
h_p12_cp179,0.12570263072825583
h_p12_cp180,0.003506198585000675
h_p12_cp181,0.07839286602597895
h_p12_cp182,0.00501165448804386
h_p12_cp183,0.044274098989490085
h_p12_cp184,0.006252998716718139
h_p12_cp185,0.022875317341458867
h_p12_cp186,0.006740737787822582
h_p12_cp187,0.010904754507464531
h_p12_cp188,0.0062502037912963715
h_p12_cp189,0.004830391348377816
h_p12_cp190,0.005006216794299689
h_p12_cp191,0.002000148453589645
h_p12_cp192,0.003498215544368577
h_p12_cp193,0.0007781421772961039
h_p12_cp194,0.002158121109914646
h_p12_cp195,0.0002856709818388481
h_p12_cp196,0.0011894207700606785
h_p12_cp197,9.934232389241515e-05
h_p12_cp198,0.0005920273551964783
h_p12_cp199,3.2833869227033574e-05
h_p12_cp200,0.0002687072978915239
h_p12_cp201,1.0345049986426602e-05
h_p12_cp202,0.00011215406220799196
h_p12_cp203,3.1155525448411936e-06
h_p12_cp204,4.336625715950504e-05
h_p12_cp205,8.989993602881441e-07
h_p12_cp206,1.5634912415407598e-05
h_p12_cp207,2.4900555217755027e-07
h_p12_cp208,5.285850875225151e-06
h_p12_cp209,6.62323600408854e-08
h_p12_cp210,1.684252310951706e-06
h_p12_cp211,1.6834974303492345e-08
h_p13_cp0,0.03282732409570599
h_p13_cp1,1.2210325621708762e-06
h_p13_cp2,0.05880113565171996
h_p13_cp3,2.8848803594883066e-06
h_p13_cp4,0.09662002211734944
h_p13_cp5,6.335244506772142e-06
h_p13_cp6,0.14481423742608968
h_p13_cp7,1.2859372418461135e-05
h_p13_cp8,0.19648799955893992
h_p13_cp9,2.399745244474616e-05
h_p13_cp10,0.23863854283536057
h_p13_cp11,4.099153466086136e-05
h_p13_cp12,0.2555805129950386
h_p13_cp13,6.399084259101073e-05
h_p13_cp14,0.23886286438755633
h_p13_cp15,9.174380375043256e-05
h_p13_cp16,0.19689077737984917
h_p13_cp17,0.00012298729734538938
h_p13_cp18,0.14531984724908398
h_p13_cp19,0.00016014660650398582
h_p13_cp20,0.09715609790782764
h_p13_cp21,0.00021378033079599845
h_p13_cp22,0.05934858118644115
h_p13_cp23,0.0003038663066945446
h_p13_cp24,0.03349783485009539
h_p13_cp25,0.0004542335950645793
h_p13_cp26,0.018087844797264552
h_p13_cp27,0.0006797716991968628
h_p13_cp28,0.010801503770380805
h_p13_cp29,0.0009703757432362181
h_p13_cp30,0.010300025377091515
h_p13_cp31,0.0012802631813428889
h_p13_cp32,0.01747160005470505
h_p13_cp33,0.0015340388190452359
h_p13_cp34,0.0363725724773758
h_p13_cp35,0.0016548588505429507
h_p13_cp36,0.07470046660318985
h_p13_cp37,0.0016026018070078862
h_p13_cp38,0.14275339212781546
h_p13_cp39,0.001395299556406826
h_p13_cp40,0.24907139474544238
h_p13_cp41,0.001096867928026768
h_p13_cp42,0.3918203408265981
h_p13_cp43,0.000783025665441528
h_p13_cp44,0.5491397549812973
h_p13_cp45,0.0005107301544740039
h_p13_cp46,0.6776642826134776
h_p13_cp47,0.0003061729421460768
h_p13_cp48,0.7286136062352853
h_p13_cp49,0.0001696153863122163
h_p13_cp50,0.6789942766199601
h_p13_cp51,8.726341320652864e-05
h_p13_cp52,0.5570849963410183
h_p13_cp53,4.188253114989493e-05
h_p13_cp54,0.4175324290667959
h_p13_cp55,1.883442291727988e-05
h_p13_cp56,0.31087552643384697
h_p13_cp57,7.974412255862262e-06
h_p13_cp58,0.26748449057731705
h_p13_cp59,3.2040393307397608e-06
h_p13_cp60,0.2966556999704153
h_p13_cp61,1.246162355528213e-06
h_p13_cp62,0.3899651751685269
h_p13_cp63,4.9727213990991e-07
h_p13_cp64,0.5204412669272642
h_p13_cp65,2.3305165086640045e-07
h_p13_cp66,0.6402399903427067
h_p13_cp67,1.4776333046029322e-07
h_p13_cp68,0.690554751249465
h_p13_cp69,1.1980637282249518e-07
h_p13_cp70,0.6374691990822612
h_p13_cp71,1.0430858310428448e-07
h_p13_cp72,0.510057619210329
h_p13_cp73,8.758979674894363e-08
h_p13_cp74,0.3610595022544203
h_p13_cp75,6.825280252087396e-08
h_p13_cp76,0.23000848775518534
h_p13_cp77,4.8858737500268035e-08
h_p13_cp78,0.13353145763062457
h_p13_cp79,3.20974322676193e-08
h_p13_cp80,0.07130792705720523
h_p13_cp81,1.9365415937500075e-08
h_p13_cp82,0.03527701137136319
h_p13_cp83,1.0701342034735717e-08
h_p13_cp84,0.06441678478813628
h_p13_cp85,0.06614628313081994
h_p13_cp86,0.11686774999225236
h_p13_cp87,0.11521181296325267
h_p13_cp88,0.19530937017589167
h_p13_cp89,0.18638584536574854
h_p13_cp90,0.2992837862561828
h_p13_cp91,0.2812680178735718
h_p13_cp92,0.4169962733221837
h_p13_cp93,0.40064759552092255
h_p13_cp94,0.5196418374875975
h_p13_cp95,0.5498651544728546
h_p13_cp96,0.564317409549858
h_p13_cp97,0.7422328856671356
h_p13_cp98,0.5229879875128063
h_p13_cp99,0.9821086623683186
h_p13_cp100,0.4237332724364933
h_p13_cp101,1.2156185107701276
h_p13_cp102,0.30921687777754414
h_p13_cp103,1.3136193336604265
h_p13_cp104,0.20765048074736114
h_p13_cp105,1.177394606508642
h_p13_cp106,0.1301513083658392
h_p13_cp107,0.913956011259188
h_p13_cp108,0.07689261085761245
h_p13_cp109,0.6679420579307589
h_p13_cp110,0.04312010038165681
h_p13_cp111,0.5166721629077529
h_p13_cp112,0.02305660289084699
h_p13_cp113,0.47383526796738806
h_p13_cp114,0.011786734017277922
h_p13_cp115,0.51398522714112
h_p13_cp116,0.0057831282515508065
h_p13_cp117,0.5828302562676981
h_p13_cp118,0.0027817603850053274
h_p13_cp119,0.607652750334637
h_p13_cp120,0.001487454607286054
h_p13_cp121,0.5375362752054116
h_p13_cp122,0.0013564473906626517
h_p13_cp123,0.40752279312027895
h_p13_cp124,0.002592746965092374
h_p13_cp125,0.2718220198180461
h_p13_cp126,0.006503725735001353
h_p13_cp127,0.16327263228276934
h_p13_cp128,0.01642965741802982
h_p13_cp129,0.0898765996421389
h_p13_cp130,0.039488591085955704
h_p13_cp131,0.04589353638743887
h_p13_cp132,0.0891547429205275
h_p13_cp133,0.02191570426407452
h_p13_cp134,0.1878666857433018
h_p13_cp135,0.00985157306831752
h_p13_cp136,0.36709360657869183
h_p13_cp137,0.004225276255738208
h_p13_cp138,0.6597873597670514
h_p13_cp139,0.0018543737114669057
h_p13_cp140,1.0788799748174824
h_p13_cp141,0.0011539548177097458
h_p13_cp142,1.5806529202532147
h_p13_cp143,0.0015893903421329014
h_p13_cp144,2.0309944117402665
h_p13_cp145,0.0034162507358814764
h_p13_cp146,2.2258329664682606
h_p13_cp147,0.00767295115269917
h_p13_cp148,2.0309944020409603
h_p13_cp149,0.01627027926269875
h_p13_cp150,1.580652887746055
h_p13_cp151,0.031855355901370785
h_p13_cp152,1.0788798790890723
h_p13_cp153,0.05696646840988251
h_p13_cp154,0.6597870933128434
h_p13_cp155,0.09215378064573088
h_p13_cp156,0.36709290025737573
h_p13_cp157,0.1337056462559758
h_p13_cp158,0.1878648951469586
h_p13_cp159,0.17328125196377187
h_p13_cp160,0.08915037237875367
h_p13_cp161,0.2021381111487699
h_p13_cp162,0.03947821474775992
h_p13_cp163,0.21871675755278375
h_p13_cp164,0.01640538990341156
h_p13_cp165,0.23184245718402963
h_p13_cp166,0.0064471356731701235
h_p13_cp167,0.25308505587372565
h_p13_cp168,0.0024601971372248954
h_p13_cp169,0.2849586093777816
h_p13_cp170,0.0010446319574839436
h_p13_cp171,0.31492559265507225
h_p13_cp172,0.0007555900328952703
h_p13_cp173,0.32113040239437396
h_p13_cp174,0.0010844610428648593
h_p13_cp175,0.28978702317726857
h_p13_cp176,0.0019325341363582993
h_p13_cp177,0.23021736140526627
h_p13_cp178,0.003321444719858846
h_p13_cp179,0.16267729476476234
h_p13_cp180,0.005185816784432973
h_p13_cp181,0.10353709225000784
h_p13_cp182,0.00721881644858513
h_p13_cp183,0.06000937274006901
h_p13_cp184,0.008855271984430146
h_p13_cp185,0.03196245372009798
h_p13_cp186,0.009489516975008883
h_p13_cp187,0.015762841090008806
h_p13_cp188,0.008849817614191124
h_p13_cp189,0.007243770618970302
h_p13_cp190,0.007208210901808343
h_p13_cp191,0.003118808259614525
h_p13_cp192,0.005170191059278295
h_p13_cp193,0.0012639721719551744
h_p13_cp194,0.0032986464789246384
h_p13_cp195,0.00048414545040031953
h_p13_cp196,0.0018911804868366744
h_p13_cp197,0.00017589422986930003
h_p13_cp198,0.0009836328367782698
h_p13_cp199,6.080460343582672e-05
h_p13_cp200,0.0004681309492298169
h_p13_cp201,2.005663145610015e-05
h_p13_cp202,0.0002054232350019447
h_p13_cp203,6.328809604383423e-06
h_p13_cp204,8.367695454580826e-05
h_p13_cp205,1.914788981594029e-06
h_p13_cp206,3.182882255714503e-05
h_p13_cp207,5.565527771977941e-07
h_p13_cp208,1.1365370028215693e-05
h_p13_cp209,1.5560976862616371e-07
h_p13_cp210,3.827690306934528e-06
h_p13_cp211,4.181629265076481e-08
h_p14_cp0,0.04215370573228938
h_p14_cp1,2.659876372490544e-06
h_p14_cp2,0.07352093739882548
h_p14_cp3,6.017202849761816e-06
h_p14_cp4,0.11843410299616153
h_p14_cp5,1.2680292002187343e-05
h_p14_cp6,0.17527174066117368
h_p14_cp7,2.4773510631348472e-05
h_p14_cp8,0.23628211168397684
h_p14_cp9,4.4675323806586675e-05
h_p14_cp10,0.28628276648032625
h_p14_cp11,7.413624916807748e-05
h_p14_cp12,0.3064470790809537
h_p14_cp13,0.00011321698775645928
h_p14_cp14,0.28661341642873595
h_p14_cp15,0.00016019590066207456
h_p14_cp16,0.23687835512328093
h_p14_cp17,0.00021403350274340482
h_p14_cp18,0.17602788247586432
h_p14_cp19,0.00027984468169961474
h_p14_cp20,0.1192530506004914
h_p14_cp21,0.0003747750561160501
h_p14_cp22,0.07438960186254917
h_p14_cp23,0.0005287807739478012
h_p14_cp24,0.0432620783353741
h_p14_cp25,0.0007754401704005431
h_p14_cp26,0.024383415080592385
h_p14_cp27,0.00113282728852937
h_p14_cp28,0.015466881654901954
h_p14_cp29,0.0015810189365765837
h_p14_cp30,0.015355962701050885
h_p14_cp31,0.0020491023810791376
h_p14_cp32,0.025424244855912548
h_p14_cp33,0.0024265691822620283
h_p14_cp34,0.05053408164303619
h_p14_cp35,0.002603950576940406
h_p14_cp36,0.09920540314078607
h_p14_cp37,0.0025247581966141297
h_p14_cp38,0.1818793433335486
h_p14_cp39,0.0022140174664855294
h_p14_cp40,0.30579828967120193
h_p14_cp41,0.0017622566315367294
h_p14_cp42,0.46639419305665797
h_p14_cp43,0.001279549742321251
h_p14_cp44,0.6389205814189154
h_p14_cp45,0.0008522048701706808
h_p14_cp46,0.7781310050559114
h_p14_cp47,0.0005234778091107728
h_p14_cp48,0.8333892747800746
h_p14_cp49,0.000298077651677886
h_p14_cp50,0.7802034986120816
h_p14_cp51,0.0001580707044013252
h_p14_cp52,0.6497799234398371
h_p14_cp53,7.839875570425647e-05
h_p14_cp54,0.4999682932052565
h_p14_cp55,3.651568067652988e-05
h_p14_cp56,0.3843678847492811
h_p14_cp57,1.6046529253799235e-05
h_p14_cp58,0.3370746846071597
h_p14_cp59,6.703945473418571e-06
h_p14_cp60,0.3702703093240416
h_p14_cp61,2.7129813133797143e-06
h_p14_cp62,0.47571991805489233
h_p14_cp63,1.1204469956282992e-06
h_p14_cp64,0.6231527145728251
h_p14_cp65,5.313559086062014e-07
h_p14_cp66,0.7581683641478776
h_p14_cp67,3.299369382148143e-07
h_p14_cp68,0.8143942015171888
h_p14_cp69,2.60353772318922e-07
h_p14_cp70,0.7541687580144298
h_p14_cp71,2.2388439901988022e-07
h_p14_cp72,0.6087001841904112
h_p14_cp73,1.8824334802047815e-07
h_p14_cp74,0.4368073863506652
h_p14_cp75,1.4820648175373208e-07
h_p14_cp76,0.28348453599824097
h_p14_cp77,1.0788062354549766e-07
h_p14_cp78,0.16845797554015007
h_p14_cp79,7.246080713230185e-08
h_p14_cp80,0.09247043046548242
h_p14_cp81,4.496405381360091e-08
h_p14_cp82,0.04719587258932734
h_p14_cp83,2.5770759748411365e-08
h_p14_cp84,0.08028882676990179
h_p14_cp85,0.08647767528600525
h_p14_cp86,0.14241239408966067
h_p14_cp87,0.1480558829957772
h_p14_cp88,0.234622270890668
h_p14_cp89,0.23702090222877814
h_p14_cp90,0.3572522361582742
h_p14_cp91,0.3563930475361303
h_p14_cp92,0.49739382868574467
h_p14_cp93,0.508515901160763
h_p14_cp94,0.6205618764970495
h_p14_cp95,0.69971736825687
h_p14_cp96,0.6742843872316371
h_p14_cp97,0.9419644230727044
h_p14_cp98,0.6250921320011003
h_p14_cp99,1.2326969717505563
h_p14_cp100,0.506427925119624
h_p14_cp101,1.503988941118223
h_p14_cp102,0.3704231368906221
h_p14_cp103,1.612681483661845
h_p14_cp104,0.2508466864778711
h_p14_cp105,1.459227814252472
h_p14_cp106,0.15983121783347087
h_p14_cp107,1.1536058611754925
h_p14_cp108,0.09673296643450158
h_p14_cp109,0.8571646879599939
h_p14_cp110,0.055895799512654776
h_p14_cp111,0.6641355786105123
h_p14_cp112,0.030910866792510205
h_p14_cp113,0.5961773803924189
h_p14_cp114,0.01637837777752793
h_p14_cp115,0.6268753858423679
h_p14_cp116,0.00834513939662429
h_p14_cp117,0.6951153980089657
h_p14_cp118,0.004185304869679385
h_p14_cp119,0.7174458632739515
h_p14_cp120,0.002346790475257876
h_p14_cp121,0.6336551219919784
h_p14_cp122,0.0021820636779921188
h_p14_cp123,0.48325383828387203
h_p14_cp124,0.004011839675968076
h_p14_cp125,0.32649004644031265
h_p14_cp126,0.009594163934707467
h_p14_cp127,0.1996180591133907
h_p14_cp128,0.02322697581803368
h_p14_cp129,0.11221286189379498
h_p14_cp130,0.0536869989364277
h_p14_cp131,0.058664376171918775
h_p14_cp132,0.11688707813800647
h_p14_cp133,0.028759395881252203
h_p14_cp134,0.23819649318465963
h_p14_cp135,0.013318483400325931
h_p14_cp136,0.45157121216107043
h_p14_cp137,0.005924164616544658
h_p14_cp138,0.7903832610099926
h_p14_cp139,0.0027488879770771746
h_p14_cp140,1.2641772304327787
h_p14_cp141,0.0018608534514896746
h_p14_cp142,1.8211795646598148
h_p14_cp143,0.0026436113371346437
h_p14_cp144,2.314802551639332
h_p14_cp145,0.005517680080174614
h_p14_cp146,2.52628031606082
h_p14_cp147,0.011923512069188291
h_p14_cp148,2.314802524285824
h_p14_cp149,0.024354927765671164
h_p14_cp150,1.8211794771282257
h_p14_cp151,0.04603663652710566
h_p14_cp152,1.2641769864530943
h_p14_cp153,0.0797227120306161
h_p14_cp154,0.7903826197693888
h_p14_cp155,0.12542464184070923
h_p14_cp156,0.4515696088724326
h_p14_cp157,0.17806225575009194
h_p14_cp158,0.2381926629350346
h_p14_cp159,0.22763063634374703
h_p14_cp160,0.11687827227069647
h_p14_cp161,0.26429766683872913
h_p14_cp162,0.05366729775596468
h_p14_cp163,0.28646597843521704
h_p14_cp164,0.023183458813946345
h_p14_cp165,0.30381757855411706
h_p14_cp166,0.009497885319433408
h_p14_cp167,0.32910127851755533
h_p14_cp168,0.0037965297187838587
h_p14_cp169,0.3651901835874014
h_p14_cp170,0.001695362823738833
h_p14_cp171,0.3979308277507698
h_p14_cp172,0.001243908402557281
h_p14_cp173,0.4022942408939798
h_p14_cp174,0.0017102561632782454
h_p14_cp175,0.3624937211911856
h_p14_cp176,0.002910008029175515
h_p14_cp177,0.2893799332123308
h_p14_cp178,0.004818409342078667
h_p14_cp179,0.20667365376311864
h_p14_cp180,0.007301458649180859
h_p14_cp181,0.13368986603722988
h_p14_cp182,0.009937883377460821
h_p14_cp183,0.07916088270962973
h_p14_cp184,0.012019682015761646
h_p14_cp185,0.04326968909253992
h_p14_cp186,0.012817656234801689
h_p14_cp187,0.021981745363063965
h_p14_cp188,0.012009708314053569
h_p14_cp189,0.010437435063977318
h_p14_cp190,0.009918478086092364
h_p14_cp191,0.004654514294770706
h_p14_cp192,0.007272740452663129
h_p14_cp193,0.001957634887958193
h_p14_cp194,0.004776267073339113
h_p14_cp195,0.000779430330339892
h_p14_cp196,0.002834388229985052
h_p14_cp197,0.0002947425271031534
h_p14_cp198,0.0015326350830946467
h_p14_cp199,0.00010617165798976202
h_p14_cp200,0.0007609290496475296
h_p14_cp201,3.652813234111818e-05
h_p14_cp202,0.0003492694090709847
h_p14_cp203,1.2032145150442375e-05
h_p14_cp204,0.00014912650749465683
h_p14_cp205,3.8027735627110815e-06
h_p14_cp206,5.955320466455305e-05
h_p14_cp207,1.155416384790442e-06
h_p14_cp208,2.2352942323777825e-05
h_p14_cp209,3.380043835932156e-07
h_p14_cp210,7.92039372754516e-06
h_p14_cp211,9.524796951154713e-08
h_p15_cp0,0.05300236195034813
h_p15_cp1,5.3334601943788584e-06
h_p15_cp2,0.09059614988200337
h_p15_cp3,1.1598448054428445e-05
h_p15_cp4,0.14393159954215662
h_p15_cp5,2.3550724563392578e-05
h_p15_cp6,0.21129734023770652
h_p15_cp7,4.4468491068982985e-05
h_p15_cp8,0.28376352577379294
h_p15_cp9,7.781131444062339e-05
h_p15_cp10,0.343266709681302
h_p15_cp11,0.00012593773408298148
h_p15_cp12,0.36724704165817457
h_p15_cp13,0.00018882781796492054
h_p15_cp14,0.3437349191344765
h_p15_cp15,0.00026445705407240894
h_p15_cp16,0.2846119021633058
h_p15_cp17,0.0003527398794176406
h_p15_cp18,0.21238502194046305
h_p15_cp19,0.0004631129645531473
h_p15_cp20,0.1451354210385034
h_p15_cp21,0.0006217972318154352
h_p15_cp22,0.09191968083950997
h_p15_cp23,0.0008713700240150501
h_p15_cp24,0.05474924236887091
h_p15_cp25,0.0012565865295073309
h_p15_cp26,0.032020993699006794
h_p15_cp27,0.0017973360604628397
h_p15_cp28,0.021401017125299404
h_p15_cp29,0.0024587760053691454
h_p15_cp30,0.02191507546194771
h_p15_cp31,0.003136543316031748
h_p15_cp32,0.03541941757293898
h_p15_cp33,0.003675531366297946
h_p15_cp34,0.06747577030591856
h_p15_cp35,0.003925780396002665
h_p15_cp36,0.12716013455838038
h_p15_cp37,0.003810567627169803
h_p15_cp38,0.22473445779132817
h_p15_cp39,0.003363243697094731
h_p15_cp40,0.3661054161411812
h_p15_cp41,0.0027071488325418613
h_p15_cp42,0.5445232955007668
h_p15_cp43,0.0019959120813837217
h_p15_cp44,0.7330562714150801
h_p15_cp45,0.0013545847887144191
h_p15_cp46,0.8842398639026214
h_p15_cp47,0.000850539147904783
h_p15_cp48,0.9443905544640074
h_p15_cp49,0.0004964558929714258
h_p15_cp50,0.8873237081620573
h_p15_cp51,0.00027056538056058343
h_p15_cp52,0.7475246293847704
h_p15_cp53,0.00013823612289343146
h_p15_cp54,0.5873668854092102
h_p15_cp55,6.646999145232257e-05
h_p15_cp56,0.46392955128339963
h_p15_cp57,3.0216342111089034e-05
h_p15_cp58,0.4143683960155613
h_p15_cp59,1.3083104022371117e-05
h_p15_cp60,0.453161857808027
h_p15_cp61,5.492314357979922e-06
h_p15_cp62,0.5720701475920578
h_p15_cp63,2.344084350625053e-06
h_p15_cp64,0.7372901178578104
h_p15_cp65,1.1286178960290272e-06
h_p15_cp66,0.8876200693161991
h_p15_cp67,6.914938239788171e-07
h_p15_cp68,0.9495305560490124
h_p15_cp69,5.332333330443362e-07
h_p15_cp70,0.8821248483852742
h_p15_cp71,4.529165380517952e-07
h_p15_cp72,0.7180694844450954
h_p15_cp73,3.807783741649473e-07
h_p15_cp74,0.5218284677478096
h_p15_cp75,3.023258159373654e-07
h_p15_cp76,0.34428911869099466
h_p15_cp77,2.2324184101307765e-07
h_p15_cp78,0.208804946556711
h_p15_cp79,1.5282421372830868e-07
h_p15_cp80,0.1174213518418128
h_p15_cp81,9.706423043098766e-08
h_p15_cp82,0.061608012592614614
h_p15_cp83,5.7198576541850343e-08
h_p15_cp84,0.09869028701496063
h_p15_cp85,0.1107066401496013
h_p15_cp86,0.1723378113997569
h_p15_cp87,0.18684971845141263
h_p15_cp88,0.2814825263840248
h_p15_cp89,0.29650721512689415
h_p15_cp90,0.4272409000695916
h_p15_cp91,0.44414137324042713
h_p15_cp92,0.5945045270805167
h_p15_cp93,0.6332292317244992
h_p15_cp94,0.7413396325068788
h_p15_cp95,0.8700223652340355
h_p15_cp96,0.8049747098921216
h_p15_cp97,1.1632596208523864
h_p15_cp98,0.7472504167194529
h_p15_cp99,1.5012889787201402
h_p15_cp100,0.606198920593215
h_p15_cp101,1.8027435745025286
h_p15_cp102,0.4441325019324722
h_p15_cp103,1.9172761484655894
h_p15_cp104,0.302144878350191
h_p15_cp105,1.7508619325628842
h_p15_cp106,0.1944797959213247
h_p15_cp107,1.4103395854351675
h_p15_cp108,0.11969400604266411
h_p15_cp109,1.067241253501379
h_p15_cp110,0.07076007326395484
h_p15_cp111,0.8322317640681831
h_p15_cp112,0.0402201744359445
h_p15_cp113,0.737293325420751
h_p15_cp114,0.021977574664106214
h_p15_cp115,0.7569588543044574
h_p15_cp116,0.011583610239540576
h_p15_cp117,0.8230426960556088
h_p15_cp118,0.006039030000465573
h_p15_cp119,0.8402731615024095
h_p15_cp120,0.0035398506774981797
h_p15_cp121,0.7417620342773716
h_p15_cp122,0.0033520118340675253
h_p15_cp123,0.5684802612436215
h_p15_cp124,0.005953803790362144
h_p15_cp125,0.387838676983165
h_p15_cp126,0.013628011985019839
h_p15_cp127,0.2405866530809817
h_p15_cp128,0.031730129705465515
h_p15_cp129,0.13774795966901365
h_p15_cp130,0.07078251576831462
h_p15_cp131,0.07356847538767397
h_p15_cp132,0.14913645978140266
h_p15_cp133,0.03694249770296665
h_p15_cp134,0.2949258168387132
h_p15_cp135,0.01758102845860776
h_p15_cp136,0.5442651446892341
h_p15_cp137,0.008090540245120792
h_p15_cp138,0.9306258554238411
h_p15_cp139,0.0039582759461609385
h_p15_cp140,1.4600166097466172
h_p15_cp141,0.0028841823545917578
h_p15_cp142,2.0723338428401803
h_p15_cp143,0.004180880732064907
h_p15_cp144,2.608107307904902
h_p15_cp145,0.008475368969811825
h_p15_cp146,2.8355322143002013
h_p15_cp147,0.017661334421518404
h_p15_cp148,2.608107238487719
h_p15_cp149,0.034832817956612416
h_p15_cp150,2.072333629611876
h_p15_cp151,0.06372375246633055
h_p15_cp152,1.460016043845826
h_p15_cp153,0.1071386627040738
h_p15_cp154,0.9306244420281473
h_p15_cp155,0.1643714250985795
h_p15_cp156,0.5442617885596519
h_p15_cp157,0.22893177703167567
h_p15_cp158,0.2949182053966979
h_p15_cp159,0.28931110565372364
h_p15_cp160,0.14911985130038374
h_p15_cp161,0.33482302558854826
h_p15_cp162,0.07074723710093167
h_p15_cp163,0.363964513691144
h_p15_cp164,0.03165603389606986
h_p15_cp165,0.38722434338660605
h_p15_cp166,0.013471636793383368
h_p15_cp167,0.4182708261926109
h_p15_cp168,0.005618655408852646
h_p15_cp169,0.45991321996075385
h_p15_cp170,0.0026223382892567315
h_p15_cp171,0.49593508054726954
h_p15_cp172,0.0019411436942391447
h_p15_cp173,0.4979048901986971
h_p15_cp174,0.002562531750299968
h_p15_cp175,0.44813008966457346
h_p15_cp176,0.004179343807209079
h_p15_cp177,0.35920928115615425
