obsnme,obsval
h_p23_cp189,0.10188979459212533
h_p23_cp190,0.06401906905784926
h_p23_cp191,0.05509660851021181
h_p23_cp192,0.05171726330445381
h_p23_cp193,0.028561176820630862
h_p23_cp194,0.03876422864732376
h_p23_cp195,0.014228130334913658
h_p23_cp196,0.027126085896270524
h_p23_cp197,0.006824048480893907
h_p23_cp198,0.01781892284998321
h_p23_cp199,0.0031555756850139005
h_p23_cp200,0.011037914433927654
h_p23_cp201,0.0014085075902130484
h_p23_cp202,0.006471414103089046
h_p23_cp203,0.0006074540688132402
h_p23_cp204,0.0036017409379383025
h_p23_cp205,0.0002533511033107061
h_p23_cp206,0.0019076780617979239
h_p23_cp207,0.00010226263407275837
h_p23_cp208,0.0009636324953135045
h_p23_cp209,3.996860709776229e-05
h_p23_cp210,0.0004651331478271459
h_p23_cp211,1.5123812090678257e-05
h_p24_cp0,0.27040518050444007
h_p24_cp1,0.0002947421862700139
h_p24_cp2,0.4187478620251568
h_p24_cp3,0.000510445895997691
h_p24_cp4,0.6107555131952722
h_p24_cp5,0.0008434590959041088
h_p24_cp6,0.8319521774478744
h_p24_cp7,0.0013299554234436073
h_p24_cp8,1.0486956669737992
h_p24_cp9,0.002004160758588114
h_p24_cp10,1.211981998131705
h_p24_cp11,0.0028962070300622145
h_p24_cp12,1.274415553588824
h_p24_cp13,0.004037330727442168
h_p24_cp14,1.2154508729777262
h_p24_cp15,0.00547661642804087
h_p24_cp16,1.0553576164661536
h_p24_cp17,0.0073072584241344885
h_p24_cp18,0.8415090562193654
h_p24_cp19,0.00968855557448478
h_p24_cp20,0.623394812240349
h_p24_cp21,0.01283832465969681
h_p24_cp22,0.435922256066533
h_p24_cp23,0.016970865813163982
h_p24_cp24,0.29593962506896787
h_p24_cp25,0.02217760038047345
h_p24_cp26,0.20730052783756037
h_p24_cp27,0.02828558482178778
h_p24_cp28,0.1683500852382167
h_p24_cp29,0.034761449781854026
h_p24_cp30,0.17803467069961698
h_p24_cp31,0.04073277401857922
h_p24_cp32,0.23935589452230488
h_p24_cp33,0.04516310145663738
h_p24_cp34,0.3602044247077174
h_p24_cp35,0.0471454478592932
h_p24_cp36,0.5517537516898301
h_p24_cp37,0.04620344477461913
h_p24_cp38,0.8241011554569013
h_p24_cp39,0.04246142828469601
h_p24_cp40,1.1782925326729128
h_p24_cp41,0.036599951365133165
h_p24_cp42,1.5941557788432874
h_p24_cp43,0.029623772608374566
h_p24_cp44,2.0164435572755792
h_p24_cp45,0.022557407206932112
h_p24_cp46,2.3503585078606193
h_p24_cp47,0.016197449831452104
h_p24_cp48,2.4889365397984875
h_p24_cp49,0.010996556438385596
h_p24_cp50,2.3851380815899574
h_p24_cp51,0.00707843632562799
h_p24_cp52,2.1129312620419114
h_p24_cp53,0.0043329126410753815
h_p24_cp54,1.804107377094624
h_p24_cp55,0.0025307285154667625
h_p24_cp56,1.5737465101356065
h_p24_cp57,0.0014166747641866095
h_p24_cp58,1.4888113819988575
h_p24_cp59,0.0007656427123947651
h_p24_cp60,1.5656582910783072
h_p24_cp61,0.0004051173687003029
h_p24_cp62,1.7745586322912459
h_p24_cp63,0.00021566899567915243
h_p24_cp64,2.0444544626257084
h_p24_cp65,0.00012100971753170597
h_p24_cp66,2.2737511333291422
h_p24_cp67,7.56051781536371e-05
h_p24_cp68,2.358251228789868
h_p24_cp69,5.391346007854736e-05
h_p24_cp70,2.2407571841695244
h_p24_cp71,4.2523135562078096e-05
h_p24_cp72,1.9510080010722959
h_p24_cp73,3.4985836919076974e-05
h_p24_cp74,1.5680814756847212
h_p24_cp75,2.8634243562919437e-05
h_p24_cp76,1.1727220879927245
h_p24_cp77,2.269418655487243e-05
h_p24_cp78,0.8217827720445712
h_p24_cp79,1.7196466615132522e-05
h_p24_cp80,0.5427342506454806
h_p24_cp81,1.2381709211695124e-05
h_p24_cp82,0.3394674396843129
h_p24_cp83,8.407351288042264e-06
h_p24_cp84,0.4505015404779442
h_p24_cp85,0.5409234668422869
h_p24_cp86,0.7124937089702144
h_p24_cp87,0.8239138019566781
h_p24_cp88,1.0612657665988081
h_p24_cp89,1.198156203314511
h_p24_cp90,1.4750494510440149
h_p24_cp91,1.6627705570870148
h_p24_cp92,1.8930243533518478
h_p24_cp93,2.203197337861866
h_p24_cp94,2.2180913235392836
h_p24_cp95,2.791163573128415
h_p24_cp96,2.349589302264576
h_p24_cp97,3.3860272392860224
h_p24_cp98,2.2414600557717677
h_p24_cp99,3.9290253687941004
h_p24_cp100,1.937971430809739
h_p24_cp101,4.324274598256807
h_p24_cp102,1.5379036623162392
h_p24_cp103,4.445896243431207
h_p24_cp104,1.1365398108564477
h_p24_cp105,4.2231275852252566
h_p24_cp106,0.7934115094517438
h_p24_cp107,3.7676144333281627
h_p24_cp108,0.5300787890405445
h_p24_cp109,3.2485613176174866
h_p24_cp110,0.3427781322643568
h_p24_cp111,2.800611318774145
h_p24_cp112,0.2165489468152373
h_p24_cp113,2.4949647906184964
h_p24_cp114,0.13482749595596033
h_p24_cp115,2.330055736757913
h_p24_cp116,0.08398956457313034
h_p24_cp117,2.234760656912158
h_p24_cp118,0.054634483837617154
h_p24_cp119,2.096777657864095
h_p24_cp120,0.041553109264441446
h_p24_cp121,1.8345641657472243
h_p24_cp122,0.04365064784815331
h_p24_cp123,1.478663038659306
h_p24_cp124,0.06442998477587025
h_p24_cp125,1.1034550494368887
h_p24_cp126,0.11321496403115816
h_p24_cp127,0.7686633514283585
h_p24_cp128,0.20698256061587017
h_p24_cp129,0.5035149213647401
h_p24_cp130,0.3722308656865607
h_p24_cp131,0.3122780750572929
h_p24_cp132,0.6454945446776037
h_p24_cp133,0.18492148952168463
h_p24_cp134,1.0698207750119764
h_p24_cp135,0.10637039518951497
h_p24_cp136,1.6831376383315728
h_p24_cp137,0.06247646364067805
h_p24_cp138,2.494750540766745
h_p24_cp139,0.04290385183185208
h_p24_cp140,3.4519448507567176
h_p24_cp141,0.04196305827827018
h_p24_cp142,4.412713697674008
h_p24_cp143,0.058401754123678984
h_p24_cp144,5.1549585212096645
h_p24_cp145,0.09472176217832384
h_p24_cp146,5.444335313274223
h_p24_cp147,0.15611858280840352
h_p24_cp148,5.154943596764497
h_p24_cp149,0.24885327052447792
h_p24_cp150,4.412676886119698
h_p24_cp151,0.37786348252848256
h_p24_cp152,3.4518704964589233
h_p24_cp153,0.5437409266683062
h_p24_cp154,2.4946109019233518
h_p24_cp155,0.7398541363247659
h_p24_cp156,1.682887907606073
h_p24_cp157,0.9512975677532722
h_p24_cp158,1.0693922632285648
h_p24_cp159,1.1579907563395864
h_p24_cp160,0.6447844068566155
h_p24_cp161,1.343084939693199
h_p24_cp162,0.37108309172481313
h_p24_cp163,1.5028468387517933
h_p24_cp164,0.20514732534866198
h_p24_cp165,1.6473817033463547
h_p24_cp166,0.11026001541085861
h_p24_cp167,1.7845957394752077
h_p24_cp168,0.0595567057939661
h_p24_cp169,1.90121589344335
h_p24_cp170,0.03533612956016441
h_p24_cp171,1.9584649779158099
h_p24_cp172,0.026893161718817282
h_p24_cp173,1.9101632019680892
h_p24_cp174,0.028195633041377732
h_p24_cp175,1.734952429801524
h_p24_cp176,0.03589953439814053
h_p24_cp177,1.4575605942154652
h_p24_cp178,0.04780490597613607
h_p24_cp179,1.1333672544105866
h_p24_cp180,0.06176173794938222
h_p24_cp181,0.8194310890610268
h_p24_cp182,0.07510800889986058
h_p24_cp183,0.554276463162978
h_p24_cp184,0.08479432234889828
h_p24_cp185,0.35300929380127855
h_p24_cp186,0.08821386825229638
h_p24_cp187,0.21294179912069922
h_p24_cp188,0.08431623805790878
h_p24_cp189,0.12228558133642764
h_p24_cp190,0.0741510821844713
h_p24_cp191,0.06713715876549031
h_p24_cp192,0.060273134888120694
h_p24_cp193,0.03535731520241825
h_p24_cp194,0.045550959040610906
h_p24_cp195,0.017908023012296326
h_p24_cp196,0.03219956028397064
h_p24_cp197,0.008740247160176295
h_p24_cp198,0.02140570606889014
h_p24_cp199,0.004116829381018761
h_p24_cp200,0.013443367081890756
h_p24_cp201,0.0018736167419319827
h_p24_cp202,0.008005411117665062
h_p24_cp203,0.000824707706897243
h_p24_cp204,0.004533584311957384
h_p24_cp205,0.00035138069915774395
h_p24_cp206,0.0024475573623021774
h_p24_cp207,0.00014501225768981385
h_p24_cp208,0.0012622533558896976
h_p24_cp209,5.7989212564280024e-05
h_p24_cp210,0.0006229755908861989
h_p24_cp211,2.2462232891484746e-05
h_p25_cp0,0.31001886632611786
h_p25_cp1,0.0003961263628298184
h_p25_cp2,0.4743539882215373
h_p25_cp3,0.0006756955349374039
h_p25_cp4,0.6840048804815524
h_p25_cp5,0.0011020586266567989
h_p25_cp6,0.9222445677323776
h_p25_cp7,0.0017191623551298107
h_p25_cp8,1.152845148833876
h_p25_cp9,0.002569300067534641
h_p25_cp10,1.324870957179428
h_p25_cp11,0.0036914083757437766
h_p25_cp12,1.3903464535237617
h_p25_cp13,0.005127720863583818
h_p25_cp14,1.3288919260012335
h_p25_cp15,0.00694277869661164
h_p25_cp16,1.1606219263471758
h_p25_cp17,0.00925156757057266
h_p25_cp18,0.9335348378813251
h_p25_cp19,0.012240728104188747
h_p25_cp20,0.6991657320018021
h_p25_cp21,0.01615504048686489
h_p25_cp22,0.49522247864024393
h_p25_cp23,0.021223364485194907
h_p25_cp24,0.34114846355305417
h_p25_cp25,0.02752342824715015
h_p25_cp26,0.24262595665095432
h_p25_cp27,0.03482643230472604
h_p25_cp28,0.19900897035449816
h_p25_cp29,0.04249637278871887
h_p25_cp30,0.2097061979056889
h_p25_cp31,0.04952156969238786
h_p25_cp32,0.2779835842652574
h_p25_cp33,0.05471495931897152
h_p25_cp34,0.41203879585555114
h_p25_cp35,0.05704209832902052
h_p25_cp36,0.6234311949151561
h_p25_cp37,0.05595558552568036
h_p25_cp38,0.9224681687805969
h_p25_cp39,0.0515859827883105
h_p25_cp40,1.3095574784379096
h_p25_cp41,0.04469794789383741
h_p25_cp42,1.7619481766801073
h_p25_cp43,0.036437649412619066
h_p25_cp44,2.2190098813798613
h_p25_cp45,0.027993565115139063
h_p25_cp46,2.5787260020911162
h_p25_cp47,0.020312035940150963
h_p25_cp48,2.7285548994223063
h_p25_cp49,0.013954309544260468
h_p25_cp50,2.6202625954451833
h_p25_cp51,0.009100819756895362
h_p25_cp52,2.331011653425776
h_p25_cp53,0.005650901890021487
h_p25_cp54,1.9996731330506918
h_p25_cp55,0.003351653821027867
h_p25_cp56,1.7491041192706689
h_p25_cp57,0.0019073914504588174
h_p25_cp58,1.6510126418338587
h_p25_cp59,0.0010491263010408147
h_p25_cp60,1.7226217144352631
h_p25_cp61,0.0005654274614244059
h_p25_cp62,1.932474703734897
h_p25_cp63,0.00030650172629975714
h_p25_cp64,2.206520630144041
h_p25_cp65,0.00017452878773838165
h_p25_cp66,2.439480890479672
h_p25_cp67,0.00010985190920109744
h_p25_cp68,2.5237748680724508
h_p25_cp69,7.829099968148512e-05
h_p25_cp70,2.4007364953010892
h_p25_cp71,6.151061597847729e-05
h_p25_cp72,2.099117374097659
h_p25_cp73,5.0483554559832555e-05
h_p25_cp74,1.6991055148073428
h_p25_cp75,4.13504171774548e-05
h_p25_cp76,1.283260798401443
h_p25_cp77,3.290154995738703e-05
h_p25_cp78,0.9103156376961579
h_p25_cp79,2.5093842396017862e-05
h_p25_cp80,0.6097678100418307
h_p25_cp81,1.8220895753984223e-05
h_p25_cp82,0.3873734602393597
h_p25_cp83,1.2489522760006366e-05
h_p25_cp84,0.5094965585681166
h_p25_cp85,0.6100462453846376
h_p25_cp86,0.794940994560875
h_p25_cp87,0.9192583977173854
h_p25_cp88,1.1687688373904166
h_p25_cp89,1.3239014493656214
h_p25_cp90,1.6053085865196408
h_p25_cp91,1.8213187646219922
h_p25_cp92,2.0397500114245304
h_p25_cp93,2.3942794674840115
h_p25_cp94,2.3733731092656853
h_p25_cp95,3.0118036156934522
h_p25_cp96,2.507660854054393
h_p25_cp97,3.6319899204167996
h_p25_cp98,2.398828717014112
h_p25_cp99,4.195936351117325
h_p25_cp100,2.0886789436626714
h_p25_cp101,4.6060546864021035
h_p25_cp102,1.6736945749316874
h_p25_cp103,4.732516220766229
h_p25_cp104,1.2506877429705128
h_p25_cp105,4.503512761342563
h_p25_cp106,0.8831500841010893
h_p25_cp107,4.03381726453631
h_p25_cp108,0.5965650351827207
h_p25_cp109,3.498041592617483
h_p25_cp110,0.3896982277483403
h_p25_cp111,3.0332026294167918
h_p25_cp112,0.24851296511997134
h_p25_cp113,2.710356431528453
h_p25_cp114,0.15621561355874292
h_p25_cp115,2.5276240324549235
h_p25_cp116,0.09843345061062792
h_p25_cp117,2.413471023979355
h_p25_cp118,0.06500977521409368
h_p25_cp119,2.25504526211148
h_p25_cp120,0.050267453749256674
h_p25_cp121,1.970283428511948
h_p25_cp122,0.053061541725128336
h_p25_cp123,1.5909335813030339
h_p25_cp124,0.0773051771293467
h_p25_cp125,1.1929232755041994
h_p25_cp126,0.13318208810005672
h_p25_cp127,0.8374229652586109
h_p25_cp128,0.2388769526928627
h_p25_cp129,0.5543689758355868
h_p25_cp130,0.4221373447617225
h_p25_cp131,0.34833486469960917
h_p25_cp132,0.7201149451352649
h_p25_cp133,0.20947291258380574
h_p25_cp134,1.1747230800856414
h_p25_cp135,0.1227207649706088
h_p25_cp136,1.819859358030044
h_p25_cp137,0.07373386894664691
h_p25_cp138,2.658214702474652
h_p25_cp139,0.051885067581906696
h_p25_cp140,3.6317587420589916
h_p25_cp141,0.051263678769373655
h_p25_cp142,4.600751959510035
h_p25_cp143,0.07057012415725694
h_p25_cp144,5.35166076285941
h_p25_cp145,0.11243939921178026
h_p25_cp146,5.648295384346966
h_p25_cp147,0.18231153976353198
h_p25_cp148,5.351638797366832
h_p25_cp149,0.28669699317902086
h_p25_cp150,4.600698546038984
h_p25_cp151,0.4306665185165457
h_p25_cp152,3.631652849223883
h_p25_cp153,0.6146904364798047
h_p25_cp154,2.658019770486135
h_p25_cp155,0.8316110329474213
h_p25_cp156,1.819517616360372
h_p25_cp157,1.065498471456067
h_p25_cp158,1.1741479823049303
h_p25_cp159,1.294829947633616
h_p25_cp160,0.7191798789908717
h_p25_cp161,1.50116561170762
h_p25_cp162,0.4206544453809329
h_p25_cp163,1.6793035519594923
h_p25_cp164,0.23655100544783636
h_p25_cp165,1.8380579374356785
h_p25_cp166,0.1295091436063558
h_p25_cp167,1.9842300451819028
h_p25_cp168,0.07136145479626066
h_p25_cp169,2.103785553536909
h_p25_cp170,0.043092417723073595
h_p25_cp171,2.1576869482848906
h_p25_cp172,0.032934183868746914
h_p25_cp173,2.099745186205382
h_p25_cp174,0.03408093644929977
h_p25_cp175,1.9088038409424826
h_p25_cp176,0.042637516073227744
h_p25_cp177,1.6105975966370352
h_p25_cp178,0.05597950716537525
h_p25_cp179,1.261913227413288
h_p25_cp180,0.0715810668452832
h_p25_cp181,0.9217266037173886
h_p25_cp182,0.08642135417539976
h_p25_cp183,0.6310290349097158
h_p25_cp184,0.09713044620502842
h_p25_cp185,0.40725034845013397
h_p25_cp186,0.10087329939278789
h_p25_cp187,0.2491219464295682
h_p25_cp188,0.09651565999320155
h_p25_cp189,0.14515072604740453
h_p25_cp190,0.08518673200615012
h_p25_cp191,0.08088808692082239
h_p25_cp192,0.06965214490946892
h_p25_cp193,0.04325951322994115
h_p25_cp194,0.05305387476028045
h_p25_cp195,0.022262763295884724
h_p25_cp196,0.03786452914482652
h_p25_cp197,0.011048016398945038
h_p25_cp198,0.025455384483393573
h_p25_cp199,0.005295373080571153
h_p25_cp200,0.01619263263137327
h_p25_cp201,0.0024544794084704336
h_p25_cp202,0.009782460586393427
h_p25_cp203,0.001101297754985353
h_p25_cp204,0.005629364022297523
h_p25_cp205,0.00047871914307506813
h_p25_cp206,0.0030930842158340965
h_p25_cp207,0.00020172102790638746
h_p25_cp208,0.0016259566427834216
h_p25_cp209,8.242050785156607e-05
h_p25_cp210,0.0008191437309506
h_p25_cp211,3.263632925154525e-05
h_p26_cp0,0.3522142390370391
h_p26_cp1,0.0005229681692071608
h_p26_cp2,0.5324644761722084
h_p26_cp3,0.0008797989912636694
h_p26_cp4,0.7591252153724781
h_p26_cp5,0.0014180993493937422
h_p26_cp6,1.013187621087127
h_p26_cp7,0.002190851647810632
h_p26_cp8,1.256091060136896
h_p26_cp9,0.003249881850933889
h_p26_cp10,1.4355492930681066
h_p26_cp11,0.0046446504593404825
h_p26_cp12,1.5036006861914757
h_p26_cp13,0.0064303747485610074
h_p26_cp14,1.440171557308986
h_p26_cp15,0.008689178142049059
h_p26_cp16,1.2650929626465768
h_p26_cp17,0.011559714625491324
h_p26_cp18,1.026407518303131
h_p26_cp19,0.015256911736287293
h_p26_cp20,0.7771295184929841
h_p26_cp21,0.020051694920312002
h_p26_cp22,0.5575316273107092
h_p26_cp23,0.0261842264058032
h_p26_cp24,0.3897029198083146
h_p26_cp25,0.03371262745122294
h_p26_cp26,0.2813491908400465
h_p26_cp27,0.042344049379607895
h_p26_cp28,0.23306349650738412
h_p26_cp29,0.05133025316536077
h_p26_cp30,0.24491722724087595
h_p26_cp31,0.05951040852323786
h_p26_cp32,0.320586330713013
h_p26_cp33,0.06553776447799464
h_p26_cp34,0.4686643534269024
h_p26_cp35,0.06824308513705546
h_p26_cp36,0.7011096506994363
h_p26_cp37,0.06700312086331905
h_p26_cp38,1.02830401977144
h_p26_cp39,0.06195310670091203
h_p26_cp40,1.4496384594403935
h_p26_cp41,0.05394427505279964
h_p26_cp42,1.9392376639348186
h_p26_cp43,0.04427115173348284
h_p26_cp44,2.4308449088116504
h_p26_cp45,0.034297246969345
h_p26_cp46,2.8157650931007083
h_p26_cp47,0.025132344424491748
h_p26_cp48,2.9767222360228516
h_p26_cp49,0.01746017864707028
h_p26_cp50,2.8646962908842397
h_p26_cp51,0.011529435712873237
h_p26_cp52,2.559517945514017
h_p26_cp53,0.0072563475073366135
h_p26_cp54,2.2061884801864835
h_p26_cp55,0.00436713359931673
h_p26_cp56,1.9347485610401236
h_p26_cp57,0.002524503146105417
h_p26_cp58,1.821949930950268
h_p26_cp59,0.0014119409311206255
h_p26_cp60,1.8865478170391725
h_p26_cp61,0.0007743930450487824
h_p26_cp62,2.0956955179840406
h_p26_cp63,0.0004270592903594661
h_p26_cp64,2.372141905918852
h_p26_cp65,0.0002466592486598529
h_p26_cp66,2.6068215679122204
h_p26_cp67,0.00015643899132555816
h_p26_cp68,2.689695615157234
h_p26_cp69,0.00011152202500852582
h_p26_cp70,2.561458259811843
h_p26_cp71,8.733870799915167e-05
h_p26_cp72,2.2489579043810863
h_p26_cp73,7.151929321480566e-05
h_p26_cp74,1.8324757260954811
h_p26_cp75,5.861341946911125e-05
h_p26_cp76,1.3964268607189751
h_p26_cp77,4.6799539177300176e-05
h_p26_cp78,1.0016979271611035
h_p26_cp79,3.590477649595414e-05
h_p26_cp80,0.6797979686584767
h_p26_cp81,2.627230082907772e-05
h_p26_cp82,0.4382055577466417
h_p26_cp83,1.8163834738516016e-05
h_p26_cp84,0.5709668083386532
h_p26_cp85,0.6823945989035565
h_p26_cp86,0.8788815914399493
h_p26_cp87,1.0178615137390352
h_p26_cp88,1.2755585276627244
h_p26_cp89,1.452609474890778
h_p26_cp90,1.7313891843691636
h_p26_cp91,1.98223460891586
h_p26_cp92,2.1783048774696
h_p26_cp93,2.5871765438050716
h_p26_cp94,2.517533103315145
h_p26_cp95,3.2345064519261086
h_p26_cp96,2.653805986197767
h_p26_cp97,3.881476214111217
h_p26_cp98,2.5450520084305026
h_p26_cp99,4.468223660086096
h_p26_cp100,2.2311782250194483
h_p26_cp101,4.894828507942975
h_p26_cp102,1.8052727042090737
h_p26_cp103,5.027622908155308
h_p26_cp104,1.3641106038071484
h_p26_cp105,4.79157923064804
h_p26_cp106,0.9744087355052216
h_p26_cp107,4.3066271788304675
h_p26_cp108,0.6656035165251524
h_p26_cp109,3.752659088139353
h_p26_cp110,0.4393397566677777
h_p26_cp111,3.2696385055255632
h_p26_cp112,0.28289750246312906
h_p26_cp113,2.929194122793888
h_p26_cp114,0.17956808500730403
h_p26_cp115,2.729107520201296
h_p26_cp116,0.11443012647714568
h_p26_cp117,2.597245689588817
h_p26_cp118,0.07666984317711467
h_p26_cp119,2.419272483102077
h_p26_cp120,0.06017835001966887
h_p26_cp121,2.1108815102968492
h_p26_cp122,0.06376814843633838
h_p26_cp123,1.7067854144893317
h_p26_cp124,0.09175321734437603
h_p26_cp125,1.2851653224652182
h_p26_cp126,0.15513228476265795
h_p26_cp127,0.908395946623159
h_p26_cp128,0.27316590233840543
h_p26_cp129,0.6070578854537416
h_p26_cp130,0.4745561617532985
h_p26_cp131,0.38600555143761994
h_p26_cp132,0.7965722368535353
h_p26_cp133,0.23548683980357055
h_p26_cp134,1.2794643812235336
h_p26_cp135,0.1403943342832008
h_p26_cp136,1.9532182439479584
h_p26_cp137,0.08620241795574657
h_p26_cp138,2.815801502310478
h_p26_cp139,0.062044260960419706
h_p26_cp140,3.807646526683129
h_p26_cp141,0.06183328429710855
h_p26_cp142,4.793212049635258
h_p26_cp143,0.08424616573256571
h_p26_cp144,5.561601334007264
h_p26_cp145,0.13205990597066375
h_p26_cp146,5.866465059416896
h_p26_cp147,0.2109673636032312
h_p26_cp148,5.561569855477956
h_p26_cp149,0.327742349206801
h_p26_cp150,4.793136492483427
h_p26_cp151,0.4875962986197919
h_p26_cp152,3.807499291714066
h_p26_cp153,0.6908519471871841
h_p26_cp154,2.81553545367251
h_p26_cp155,0.9297425497586573
h_p26_cp156,1.9527604065642663
h_p26_cp157,1.1871747958721244
h_p26_cp158,1.2787077782859342
h_p26_cp159,1.4400083785835704
h_p26_cp160,0.7953637693531164
h_p26_cp161,1.6680279495835748
h_p26_cp162,0.4726733344209606
h_p26_cp163,1.86440063246323
h_p26_cp164,0.270264978682917
h_p26_cp165,2.036615120969145
h_p26_cp166,0.15063286430540757
h_p26_cp167,2.190602689401885
h_p26_cp168,0.08459680842088346
h_p26_cp169,2.311968468715577
h_p26_cp170,0.05194787329264727
h_p26_cp171,2.36161567952081
h_p26_cp172,0.039879929699509375
h_p26_cp173,2.2932963999530784
h_p26_cp174,0.040792939057610056
h_p26_cp175,2.0861040243091793
h_p26_cp176,0.050203187829538365
h_p26_cp177,1.7667950482211836
h_p26_cp178,0.06502272104808071
h_p26_cp179,1.3936970031804776
h_p26_cp180,0.0823183869542845
h_p26_cp181,1.0275884109857998
h_p26_cp182,0.09869133920028617
h_p26_cp183,0.7115701626023565
h_p26_cp184,0.11044284946456173
h_p26_cp185,0.4651412575556151
h_p26_cp186,0.1145068680471013
h_p26_cp187,0.2884552151240314
h_p26_cp188,0.10966408788635817
h_p26_cp189,0.1704809755945007
h_p26_cp190,0.0971224206405168
h_p26_cp191,0.09640728129215859
h_p26_cp192,0.07985720723127088
h_p26_cp193,0.052340861326001686
h_p26_cp194,0.06128434871152422
h_p26_cp195,0.027356552435321646
h_p26_cp196,0.0441398874704646
h_p26_cp197,0.013794947032465643
h_p26_cp198,0.02999099398857652
h_p26_cp199,0.0067229445073735405
h_p26_cp200,0.019308973056922696
h_p26_cp201,0.0031707237426417123
h_p26_cp202,0.011823195276519982
h_p26_cp203,0.0014486694417428225
h_p26_cp204,0.006905746060056117
h_p26_cp205,0.0006417177937692031
h_p26_cp206,0.0038568029290217964
h_p26_cp207,0.00027576014235819457
h_p26_cp208,0.002063660093881481
h_p26_cp209,0.00011497759192025114
h_p26_cp210,0.0010596652664389694
h_p26_cp211,4.64820100205543e-05
h_p27_cp0,0.3966482369969526
h_p27_cp1,0.0006795384128963633
h_p27_cp2,0.5924764628061894
h_p27_cp3,0.001128810402860836
h_p27_cp4,0.8352093332514414
h_p27_cp5,0.0017999809374487086
h_p27_cp6,1.1036180058613354
h_p27_cp7,0.0027564344709389843
h_p27_cp8,1.3572073095901942
h_p27_cp9,0.0040610951800772455
h_p27_cp10,1.5429542611277611
h_p27_cp11,0.00577574230828759
h_p27_cp12,1.613250404775954
h_p27_cp13,0.007970579612901929
h_p27_cp14,1.5482297315206779
h_p27_cp15,0.010747343003004062
h_p27_cp16,1.3675511693295448
h_p27_cp17,0.014269967694417574
h_p27_cp18,1.118976128923805
h_p27_cp19,0.018782156625093194
h_p27_cp20,0.8563996956445408
h_p27_cp21,0.024579558134064428
h_p27_cp22,0.6222785949435092
h_p27_cp23,0.031909745659049804
h_p27_cp24,0.44130561098381804
h_p27_cp25,0.040804815675528516
h_p27_cp26,0.3233778881303806
h_p27_cp27,0.05089945921827166
h_p27_cp28,0.2705614390147275
h_p27_cp29,0.061323777279085334
h_p27_cp30,0.2838045806811351
h_p27_cp31,0.07075848208432944
h_p27_cp32,0.3673499638307476
h_p27_cp33,0.0776889334306361
h_p27_cp34,0.5302656639987617
h_p27_cp35,0.08080467872423469
h_p27_cp36,0.784870653399139
h_p27_cp37,0.07940239669869698
h_p27_cp38,1.1413985987060187
h_p27_cp39,0.07362044181309102
h_p27_cp40,1.597796843514061
h_p27_cp41,0.06439844135957173
h_p27_cp42,2.1246208659258627
h_p27_cp43,0.05318514413283992
h_p27_cp44,2.649936511530086
h_p27_cp45,0.041529037619511655
h_p27_cp46,3.058966966756543
h_p27_cp47,0.03071628384941505
h_p27_cp48,3.230692089023705
h_p27_cp49,0.021566868831541797
h_p27_cp50,3.115903731013532
h_p27_cp51,0.014409772944873112
h_p27_cp52,2.796382613701553
h_p27_cp53,0.00918644774810673
h_p27_cp54,2.4221746603429892
h_p27_cp55,0.005606036785138713
h_p27_cp56,2.129865002679253
h_p27_cp57,0.0032893578668335977
h_p27_cp58,2.001306003501668
h_p27_cp59,0.001869229598014499
h_p27_cp60,2.057180336565125
h_p27_cp61,0.001042425762534549
h_p27_cp62,2.263444382544094
h_p27_cp63,0.0005843884532623633
h_p27_cp64,2.539674135374753
h_p27_cp65,0.00034219525559819886
h_p27_cp66,2.773619678573368
h_p27_cp67,0.0002187233521908638
h_p27_cp68,2.8539394205993176
h_p27_cp69,0.00015607110071869101
h_p27_cp70,2.7206925183556905
h_p27_cp71,0.0001219130067511287
h_p27_cp72,2.398734406174981
h_p27_cp73,9.96266705897142e-05
h_p27_cp74,1.9672192018608712
h_p27_cp75,8.168161616595171e-05
h_p27_cp76,1.511823790134713
h_p27_cp77,6.54192726869951e-05
h_p27_cp78,1.095734089958114
h_p27_cp79,5.0459168960514944e-05
h_p27_cp80,0.7526577300670851
h_p27_cp81,3.718292464327533e-05
h_p27_cp82,0.4918211720059844
h_p27_cp83,2.59094006196392e-05
h_p27_cp84,0.6342533992901735
h_p27_cp85,0.7577648207993661
h_p27_cp86,0.9632453325248207
h_p27_cp87,1.1194584224488153
h_p27_cp88,1.3801941764209005
h_p27_cp89,1.5839451518254464
h_p27_cp90,1.8518988438681845
h_p27_cp91,2.145150092804215
h_p27_cp92,2.3082426022524487
h_p27_cp93,2.7816325193753073
h_p27_cp94,2.6517821120505687
h_p27_cp95,3.459248812033593
h_p27_cp96,2.7901305349855647
h_p27_cp97,4.134727945040822
h_p27_cp98,2.6813390728734703
h_p27_cp99,4.747042503620605
h_p27_cp100,2.365022446401781
h_p27_cp101,5.1934049725120985
h_p27_cp102,1.9312497724286004
h_p27_cp103,5.334571741221225
h_p27_cp104,1.475377084032516
h_p27_cp105,5.090327262957544
h_p27_cp106,1.0661288245355536
h_p27_cp107,4.587678018681572
h_p27_cp108,0.7365450252777919
h_p27_cp109,4.013438739903677
h_p27_cp110,0.4913644508806101
h_p27_cp111,3.510876112741471
h_p27_cp112,0.3195666146398253
h_p27_cp113,3.152457690066285
h_p27_cp114,0.20486619595521915
h_p27_cp115,2.9356562430432405
