name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp109,1991.07,1.13915e-12,1991.07,1991.07,1991.07,1991.07,2285.57,1.36698e-12,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp11,2256.12,3.18962e-12,2256.12,2256.12,2256.12,2256.12,2292.93,9.11319e-13,2292.93,2292.93,2292.93,2292.93,36.8132
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp110,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,3.18962e-12,2285.57,2285.57,2285.57,2285.57,7.36264
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp111,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.57,2.2783e-12,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp112,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,4.5566e-13,2285.57,2285.57,2285.57,2285.57,7.36264
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp113,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.57,1.36698e-12,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp114,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,0,2285.57,2285.57,2285.57,2285.57,7.36264
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp115,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.57,9.11319e-13,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp116,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,1.82264e-12,2285.57,2285.57,2285.57,2285.57,7.36267
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp117,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.57,9.11319e-13,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp118,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,1.36698e-12,2285.57,2285.57,2285.57,2285.57,7.36276
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp119,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.57,0,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp12,2248.76,0,2248.76,2248.76,2248.76,2248.76,2292.93,1.36698e-12,2292.93,2292.93,2292.93,2292.93,44.1758
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp120,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,2.73396e-12,2285.57,2285.57,2285.57,2285.57,7.363
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp121,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.57,9.11319e-13,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp122,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,1.36698e-12,2285.57,2285.57,2285.57,2285.57,7.3635
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp123,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.57,2.2783e-12,2285.57,2285.57,2285.57,2285.57,294.504
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp124,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,1.82264e-12,2285.57,2285.57,2285.57,2285.57,7.36445
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp125,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.57,1.82264e-12,2285.57,2285.57,2285.57,2285.57,294.503
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp126,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,3.18962e-12,2285.57,2285.57,2285.57,2285.57,7.36608
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp127,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.57,4.5566e-13,2285.57,2285.57,2285.57,2285.57,294.501
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp128,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,2.2783e-12,2285.57,2285.57,2285.57,2285.57,7.36861
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp129,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.56,4.5566e-13,2285.56,2285.56,2285.56,2285.56,294.498
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp13,2248.76,0,2248.76,2248.76,2248.76,2248.76,2292.93,0,2292.93,2292.93,2292.93,2292.93,44.1758
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp130,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.56,9.11319e-13,2285.56,2285.56,2285.56,2285.56,7.37229
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp131,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.56,2.73396e-12,2285.56,2285.56,2285.56,2285.56,294.493
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp132,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.56,0,2285.56,2285.56,2285.56,2285.56,7.37735
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp133,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.55,1.82264e-12,2285.55,2285.55,2285.55,2285.55,294.488
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp134,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.55,4.5566e-13,2285.55,2285.55,2285.55,2285.55,7.38398
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp135,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.55,4.5566e-13,2285.55,2285.55,2285.55,2285.55,294.48
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp136,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.54,2.2783e-12,2285.54,2285.54,2285.54,2285.54,7.39233
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp137,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.54,1.82264e-12,2285.54,2285.54,2285.54,2285.54,294.471
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp138,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.53,3.18962e-12,2285.53,2285.53,2285.53,2285.53,7.40255
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp139,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.53,2.2783e-12,2285.53,2285.53,2285.53,2285.53,294.46
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp14,2241.4,4.5566e-13,2241.4,2241.4,2241.4,2241.4,2292.93,1.36698e-12,2292.93,2292.93,2292.93,2292.93,51.5384
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp140,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.52,2.2783e-12,2285.52,2285.52,2285.52,2285.52,7.41475
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp141,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.51,2.2783e-12,2285.51,2285.51,2285.51,2285.51,294.447
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp142,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.51,1.82264e-12,2285.51,2285.51,2285.51,2285.51,7.42902
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp143,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.5,3.18962e-12,2285.5,2285.5,2285.5,2285.5,294.431
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp144,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.49,2.2783e-12,2285.49,2285.49,2285.49,2285.49,7.44546
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp145,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.48,4.5566e-13,2285.48,2285.48,2285.48,2285.48,294.414
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp146,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.47,1.36698e-12,2285.47,2285.47,2285.47,2285.47,7.46415
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp147,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.46,9.11319e-13,2285.46,2285.46,2285.46,2285.46,294.394
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp148,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.45,2.2783e-12,2285.45,2285.45,2285.45,2285.45,7.48518
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp149,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.44,2.2783e-12,2285.44,2285.44,2285.44,2285.44,294.372
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp15,2241.4,4.5566e-13,2241.4,2241.4,2241.4,2241.4,2292.93,2.73396e-12,2292.93,2292.93,2292.93,2292.93,51.5384
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp150,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.43,1.82264e-12,2285.43,2285.43,2285.43,2285.43,7.5086
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp151,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.41,1.36698e-12,2285.41,2285.41,2285.41,2285.41,294.347
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp152,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.4,1.82264e-12,2285.4,2285.4,2285.4,2285.4,7.53447
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp153,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.39,1.82264e-12,2285.39,2285.39,2285.39,2285.39,294.32
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp154,2292.93,2.2783e-12,2292.93,2292.93,2292.93,2292.93,2285.37,9.11319e-13,2285.37,2285.37,2285.37,2285.37,7.56278
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp155,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.36,1.36698e-12,2285.36,2285.36,2285.36,2285.36,294.29
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp156,2292.93,2.73396e-12,2292.93,2292.93,2292.93,2292.93,2285.57,9.11319e-13,2285.57,2285.57,2285.57,2285.57,7.36264
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp157,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.57,1.36698e-12,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp158,2292.93,1.36698e-12,2292.93,2292.93,2292.93,2292.93,2285.57,1.82264e-12,2285.57,2285.57,2285.57,2285.57,7.36264
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp159,1991.07,1.13915e-12,1991.07,1991.07,1991.07,1991.07,2285.57,2.2783e-12,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp16,2234.03,1.36698e-12,2234.03,2234.03,2234.03,2234.03,2292.93,3.64528e-12,2292.93,2292.93,2292.93,2292.93,58.9009
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp160,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,3.18962e-12,2285.57,2285.57,2285.57,2285.57,7.36264
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp161,1991.07,2.50613e-12,1991.07,1991.07,1991.07,1991.07,2285.57,9.11319e-13,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp162,2292.93,3.64528e-12,2292.93,2292.93,2292.93,2292.93,2285.57,1.82264e-12,2285.57,2285.57,2285.57,2285.57,7.36264
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp163,1991.07,1.36698e-12,1991.07,1991.07,1991.07,1991.07,2285.57,2.2783e-12,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp164,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,9.11319e-13,2285.57,2285.57,2285.57,2285.57,7.36264
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp165,1991.07,4.5566e-13,1991.07,1991.07,1991.07,1991.07,2285.57,4.5566e-13,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp166,2292.93,0,2292.93,2292.93,2292.93,2292.93,2285.57,2.73396e-12,2285.57,2285.57,2285.57,2285.57,7.36264
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp167,1991.07,6.83489e-13,1991.07,1991.07,1991.07,1991.07,2285.57,1.36698e-12,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp168,2292.93,0,2292.93,2292.93,2292.93,2292.93,2285.57,2.2783e-12,2285.57,2285.57,2285.57,2285.57,7.36263
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp169,1991.07,2.73396e-12,1991.07,1991.07,1991.07,1991.07,2285.57,1.36698e-12,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp17,2234.03,1.36698e-12,2234.03,2234.03,2234.03,2234.03,2292.93,2.73396e-12,2292.93,2292.93,2292.93,2292.93,58.9008
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp170,2292.93,1.36698e-12,2292.93,2292.93,2292.93,2292.93,2285.57,4.10094e-12,2285.57,2285.57,2285.57,2285.57,7.36262
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp171,1991.07,9.11319e-13,1991.07,1991.07,1991.07,1991.07,2285.57,9.11319e-13,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp172,2292.93,1.82264e-12,2292.93,2292.93,2292.93,2292.93,2285.57,2.2783e-12,2285.57,2285.57,2285.57,2285.57,7.36259
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp173,1991.07,1.59481e-12,1991.07,1991.07,1991.07,1991.07,2285.57,0,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp174,2292.93,9.11319e-13,2292.93,2292.93,2292.93,2292.93,2285.57,9.11319e-13,2285.57,2285.57,2285.57,2285.57,7.36256
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp175,1991.07,3.64528e-12,1991.07,1991.07,1991.07,1991.07,2285.57,4.5566e-13,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp176,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,4.5566e-13,2285.57,2285.57,2285.57,2285.57,7.36265
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp177,1991.07,2.05047e-12,1991.07,1991.07,1991.07,1991.07,2285.57,4.5566e-13,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp178,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,1.36698e-12,2285.57,2285.57,2285.57,2285.57,7.36278
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp179,1991.07,2.50613e-12,1991.07,1991.07,1991.07,1991.07,2285.57,4.5566e-13,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp18,2226.67,9.11319e-13,2226.67,2226.67,2226.67,2226.67,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,66.2633
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp180,2292.93,1.82264e-12,2292.93,2292.93,2292.93,2292.93,2285.57,1.36698e-12,2285.57,2285.57,2285.57,2285.57,7.36295
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp181,1991.07,1.36698e-12,1991.07,1991.07,1991.07,1991.07,2285.57,4.5566e-13,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp182,2292.93,0,2292.93,2292.93,2292.93,2292.93,2285.57,2.2783e-12,2285.57,2285.57,2285.57,2285.57,7.36323
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp183,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.57,9.11319e-13,2285.57,2285.57,2285.57,2285.57,294.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp184,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.57,1.82264e-12,2285.57,2285.57,2285.57,2285.57,7.36366
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp185,1991.07,3.64528e-12,1991.07,1991.07,1991.07,1991.07,2285.57,4.5566e-13,2285.57,2285.57,2285.57,2285.57,294.504
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp186,2292.93,9.11319e-13,2292.93,2292.93,2292.93,2292.93,2285.57,3.18962e-12,2285.57,2285.57,2285.57,2285.57,7.36428
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp187,1991.07,2.50613e-12,1991.07,1991.07,1991.07,1991.07,2285.57,1.82264e-12,2285.57,2285.57,2285.57,2285.57,294.503
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp188,2292.93,1.36698e-12,2292.93,2292.93,2292.93,2292.93,2285.57,4.5566e-13,2285.57,2285.57,2285.57,2285.57,7.36517
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp189,1991.07,2.2783e-13,1991.07,1991.07,1991.07,1991.07,2285.57,1.82264e-12,2285.57,2285.57,2285.57,2285.57,294.502
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp19,2226.67,9.11319e-13,2226.67,2226.67,2226.67,2226.67,2292.93,2.73396e-12,2292.93,2292.93,2292.93,2292.93,66.2631
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp190,2292.93,2.73396e-12,2292.93,2292.93,2292.93,2292.93,2285.57,9.11319e-13,2285.57,2285.57,2285.57,2285.57,7.36636
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp191,1991.07,2.2783e-12,1991.07,1991.07,1991.07,1991.07,2285.57,9.11319e-13,2285.57,2285.57,2285.57,2285.57,294.501
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp192,2292.93,9.11319e-13,2292.93,2292.93,2292.93,2292.93,2285.57,1.82264e-12,2285.57,2285.57,2285.57,2285.57,7.36794
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp193,1991.07,2.05047e-12,1991.07,1991.07,1991.07,1991.07,2285.57,4.5566e-13,2285.57,2285.57,2285.57,2285.57,294.499
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp194,2292.93,2.2783e-12,2292.93,2292.93,2292.93,2292.93,2285.56,0,2285.56,2285.56,2285.56,2285.56,7.36996
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp195,1991.07,4.5566e-13,1991.07,1991.07,1991.07,1991.07,2285.56,1.36698e-12,2285.56,2285.56,2285.56,2285.56,294.497
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp196,2292.93,0,2292.93,2292.93,2292.93,2292.93,2285.56,1.82264e-12,2285.56,2285.56,2285.56,2285.56,7.37251
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp197,1991.07,1.13915e-12,1991.07,1991.07,1991.07,1991.07,2285.56,9.11319e-13,2285.56,2285.56,2285.56,2285.56,294.494
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp198,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.56,9.11319e-13,2285.56,2285.56,2285.56,2285.56,7.37565
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp199,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.56,9.11319e-13,2285.56,2285.56,2285.56,2285.56,294.491
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp2,2285.57,1.36698e-12,2285.57,2285.57,2285.57,2285.57,2292.93,9.11319e-13,2292.93,2292.93,2292.93,2292.93,7.36264
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp20,2219.31,1.36698e-12,2219.31,2219.31,2219.31,2219.31,2292.93,1.36698e-12,2292.93,2292.93,2292.93,2292.93,73.6254
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp200,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.55,2.2783e-12,2285.55,2285.55,2285.55,2285.55,7.37948
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp201,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.55,0,2285.55,2285.55,2285.55,2285.55,294.486
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp202,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.55,1.82264e-12,2285.55,2285.55,2285.55,2285.55,7.38406
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp203,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.55,4.5566e-13,2285.55,2285.55,2285.55,2285.55,294.481
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp204,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.54,1.36698e-12,2285.54,2285.54,2285.54,2285.54,7.38948
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp205,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.54,1.82264e-12,2285.54,2285.54,2285.54,2285.54,294.476
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp206,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2285.54,1.82264e-12,2285.54,2285.54,2285.54,2285.54,7.39579
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp207,1991.07,0,1991.07,1991.07,1991.07,1991.07,2285.53,1.82264e-12,2285.53,2285.53,2285.53,2285.53,294.469
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp208,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2278.21,2.2783e-12,2278.21,2278.21,2278.21,2278.21,14.7253
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp209,1991.07,0,1991.07,1991.07,1991.07,1991.07,2278.21,1.36698e-12,2278.21,2278.21,2278.21,2278.21,287.143
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp21,2219.31,1.36698e-12,2219.31,2219.31,2219.31,2219.31,2292.93,9.11319e-13,2292.93,2292.93,2292.93,2292.93,73.6251
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp210,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,2278.21,1.82264e-12,2278.21,2278.21,2278.21,2278.21,14.7253
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp211,1991.07,0,1991.07,1991.07,1991.07,1991.07,2278.21,1.36698e-12,2278.21,2278.21,2278.21,2278.21,287.143
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp22,2211.95,9.11319e-13,2211.95,2211.95,2211.95,2211.95,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,80.9872
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp23,2211.95,9.11319e-13,2211.95,2211.95,2211.95,2211.95,2292.93,2.73396e-12,2292.93,2292.93,2292.93,2292.93,80.9865
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp24,2204.58,2.2783e-12,2204.58,2204.58,2204.58,2204.58,2292.93,4.5566e-13,2292.93,2292.93,2292.93,2292.93,88.3483
