parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,c,inst,pname,pstyle,ptype,r,sp,usecol
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:15,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,15,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:16,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,16,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:17,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,17,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:18,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,18,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:19,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,19,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:20,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,20,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:21,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,21,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,22,a
