name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp11,5.63887e-10,0,5.63887e-10,5.63887e-10,5.63887e-10,5.63887e-10,52.8698,23.2617,3.52048,105.383,29.608,76.1315,3.52048
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp110,5.67979e-09,0,5.67979e-09,5.67979e-09,5.67979e-09,5.67979e-09,2.39624,1.19942,0.11833,4.83112,1.19682,3.59567,0.11833
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp111,2.02508e-06,0,2.02508e-06,2.02508e-06,2.02508e-06,2.02508e-06,7.50824,3.57228,0.439519,15.0786,3.93596,11.0805,0.439517
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp112,2.75668e-09,0,2.75668e-09,2.75668e-09,2.75668e-09,2.75668e-09,18.5299,8.51271,1.21516,37.1011,10.0172,27.0426,1.21516
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp113,1.1819e-05,0,1.1819e-05,1.1819e-05,1.1819e-05,1.1819e-05,38.5263,17.286,2.55071,76.9617,21.2403,55.8123,2.5507
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp114,2.13186e-09,0,2.13186e-09,2.13186e-09,2.13186e-09,2.13186e-09,70.5644,31.1578,4.69244,140.714,39.4066,101.722,4.69244
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp115,5.69847e-05,0,5.69847e-05,5.69847e-05,5.69847e-05,5.69847e-05,117.401,51.2664,7.84065,233.781,66.1341,168.667,7.84059
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp116,2.0068e-09,0,2.0068e-09,2.0068e-09,2.0068e-09,2.0068e-09,181.352,78.5454,12.2519,360.609,102.806,259.897,12.2519
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp117,0.000206128,1.08638e-19,0.000206128,0.000206128,0.000206128,0.000206128,264.455,113.69,18.1563,524.625,150.764,378.145,18.1561
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp118,1.98361e-09,0,1.98361e-09,1.98361e-09,1.98361e-09,1.98361e-09,368.904,157.163,25.3146,728.594,211.741,526.067,25.3146
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp119,0.000447003,2.71594e-19,0.000447003,0.000447003,0.000447003,0.000447003,497.573,209.231,34.1286,975.306,288.342,706.804,34.1282
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp12,7.16282e-06,0,7.16282e-06,7.16282e-06,7.16282e-06,7.16282e-06,86.189,37.5573,5.77667,171.564,48.6318,123.746,5.77666
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp120,1.97952e-09,0,1.97952e-09,1.97952e-09,1.97952e-09,1.97952e-09,654.419,270.024,44.8668,1268.29,384.395,924.442,44.8668
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp121,0.000206128,1.08638e-19,0.000206128,0.000206128,0.000206128,0.000206128,844.665,339.614,57.882,1612.42,505.052,1184.28,57.8818
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp122,1.97861e-09,0,1.97861e-09,1.97861e-09,1.97861e-09,1.97861e-09,1074.75,418.106,73.6069,2014.12,656.648,1492.86,73.6069
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp123,5.69847e-05,0,5.69847e-05,5.69847e-05,5.69847e-05,5.69847e-05,1352.01,505.722,92.5314,2481.23,846.291,1857.73,92.5313
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp124,1.98088e-09,0,1.98088e-09,1.98088e-09,1.98088e-09,1.98088e-09,1684.17,602.836,115.17,3022.16,1081.33,2287,115.17
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp125,1.1819e-05,0,1.1819e-05,1.1819e-05,1.1819e-05,1.1819e-05,2078.81,709.959,142.027,3645.04,1368.85,2788.77,142.027
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp126,1.99543e-09,0,1.99543e-09,1.99543e-09,1.99543e-09,1.99543e-09,2542.93,827.69,173.568,4357.01,1715.24,3370.62,173.568
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp127,2.02505e-06,0,2.02505e-06,2.02505e-06,2.02505e-06,2.02505e-06,3082.67,956.654,210.2,5164.01,2126.01,4039.32,210.2
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp128,2.14004e-09,0,2.14004e-09,2.14004e-09,2.14004e-09,2.14004e-09,3703.38,1097.45,252.282,6071.01,2605.93,4800.83,252.282
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp129,3.00935e-07,0,3.00935e-07,3.00935e-07,3.00935e-07,3.00935e-07,4409.82,1250.58,300.129,7082.11,3159.23,5660.4,300.129
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp13,-1.44337e-09,0,-1.44337e-09,-1.44337e-09,-1.44337e-09,-1.44337e-09,131.55,56.8811,9.00879,261.41,74.6691,188.431,9.00879
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp130,3.45426e-09,0,3.45426e-09,3.45426e-09,3.45426e-09,3.45426e-09,5206.03,1416.46,354.012,8200.44,3789.58,6622.49,354.012
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp131,3.87774e-08,0,3.87774e-08,3.87774e-08,3.87774e-08,3.87774e-08,6095.18,1595.34,414.139,9512.24,4499.84,7690.51,414.139
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp132,1.47356e-08,0,1.47356e-08,1.47356e-08,1.47356e-08,1.47356e-08,7079.28,1787.37,480.646,11031.6,5291.92,8866.65,480.646
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp133,3.06818e-09,0,3.06818e-09,3.06818e-09,3.06818e-09,3.06818e-09,8159.23,1992.57,553.587,12696.1,6166.67,10151.8,553.587
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp134,1.05012e-07,0,1.05012e-07,1.05012e-07,1.05012e-07,1.05012e-07,9334.99,2210.86,632.958,14504.6,7124.13,11545.9,632.958
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp135,-1.39426e-09,0,-1.39426e-09,-1.39426e-09,-1.39426e-09,-1.39426e-09,10606.2,2442.09,718.732,16454.9,8164.12,13048.3,718.732
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp136,7.67771e-07,0,7.67771e-07,7.67771e-07,7.67771e-07,7.67771e-07,11972.8,2686,810.899,18544.4,9286.81,14658.8,810.899
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp137,-1.9138e-09,0,-1.9138e-09,-1.9138e-09,-1.9138e-09,-1.9138e-09,13435.6,2942.3,909.505,20769.9,10493.3,16377.9,909.505
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp138,5.1265e-06,0,5.1265e-06,5.1265e-06,5.1265e-06,5.1265e-06,14996.5,3210.66,1014.67,23128.9,11785.9,18207.2,1014.67
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp139,-1.97088e-09,0,-1.97088e-09,-1.97088e-09,-1.97088e-09,-1.97088e-09,16658.7,3490.75,1126.57,25619.3,13167.9,20149.4,1126.57
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp14,3.86461e-06,0,3.86461e-06,3.86461e-06,3.86461e-06,3.86461e-06,190.671,81.7998,13.0898,377.768,108.871,272.471,13.0898
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp140,2.98865e-05,0,2.98865e-05,2.98865e-05,2.98865e-05,2.98865e-05,18425.8,3782.3,1245.46,28239.8,14643.5,22208.1,1245.46
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp141,-1.97701e-09,0,-1.97701e-09,-1.97701e-09,-1.97701e-09,-1.97701e-09,20302.2,4085.11,1371.58,30990,16217.1,24387.3,1371.58
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp142,0.00014407,0,0.00014407,0.00014407,0.00014407,0.00014407,22291.4,4399.05,1505.18,33870,17892.4,26690.5,1505.18
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp143,-1.97747e-09,0,-1.97747e-09,-1.97747e-09,-1.97747e-09,-1.97747e-09,24396.8,4724.05,1646.45,36880.2,19672.8,29120.9,1646.45
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp144,0.000521119,4.34551e-19,0.000521119,0.000521119,0.000521119,0.000521119,26620.7,5060.06,1795.52,40020.9,21560.6,31680.7,1795.52
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp145,-1.97747e-09,0,-1.97747e-09,-1.97747e-09,-1.97747e-09,-1.97747e-09,28964.2,5407.07,1952.48,43292.1,23557.1,34371.3,1952.48
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp146,0.00113007,1.7382e-18,0.00113007,0.00113007,0.00113007,0.00113007,31427.7,5765.06,2117.32,46693.4,25662.6,37192.7,2117.32
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp147,-1.97747e-09,0,-1.97747e-09,-1.97747e-09,-1.97747e-09,-1.97747e-09,34010.7,6133.98,2290.02,50223.5,27876.7,40144.7,2290.02
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp148,0.000521119,4.34551e-19,0.000521119,0.000521119,0.000521119,0.000521119,36712.2,6513.77,2470.49,53880.6,30198.5,43226,2470.49
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp149,-1.97747e-09,0,-1.97747e-09,-1.97747e-09,-1.97747e-09,-1.97747e-09,39531.2,6904.32,2658.68,57662.4,32626.9,46435.5,2658.68
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp15,-2.3083e-09,0,-2.3083e-09,-2.3083e-09,-2.3083e-09,-2.3083e-09,265.462,112.744,18.2155,523.209,152.718,378.205,18.2155
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp150,0.00014407,2.44435e-19,0.00014407,0.00014407,0.00014407,0.00014407,42466.2,7305.5,2854.48,61566.4,35160.7,49771.7,2854.48
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp151,-1.97747e-09,0,-1.97747e-09,-1.97747e-09,-1.97747e-09,-1.97747e-09,45515.6,7717.17,3057.78,65589.4,37798.4,53232.7,3057.78
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp152,2.98865e-05,0,2.98865e-05,2.98865e-05,2.98865e-05,2.98865e-05,48677.1,8139.13,3268.43,69727.5,40537.9,56816.2,3268.43
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp153,-1.97724e-09,0,-1.97724e-09,-1.97724e-09,-1.97724e-09,-1.97724e-09,51948.1,8571.2,3486.27,73976.8,43376.9,60519.3,3486.27
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp154,5.1265e-06,0,5.1265e-06,5.1265e-06,5.1265e-06,5.1265e-06,55325.7,9013.17,3711.11,78332.7,46312.6,64338.9,3711.11
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp155,-1.97383e-09,0,-1.97383e-09,-1.97383e-09,-1.97383e-09,-1.97383e-09,58807.1,9464.83,3942.76,82790.6,49342.2,68271.9,3942.76
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp156,7.67764e-07,0,7.67764e-07,7.67764e-07,7.67764e-07,7.67764e-07,1.6881e-130,1.0545e-130,1.31871e-132,3.40657e-130,6.33604e-131,2.7426e-130,7.67764e-07
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp157,-1.94609e-09,0,-1.94609e-09,-1.94609e-09,-1.94609e-09,-1.94609e-09,2.79716e-64,1.74729e-64,2.18508e-66,5.64463e-64,1.04987e-64,4.54445e-64,1.94609e-09
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp158,1.05008e-07,0,1.05008e-07,1.05008e-07,1.05008e-07,1.05008e-07,3.93229e-42,2.45636e-42,3.07182e-44,7.93529e-42,1.47592e-42,6.38865e-42,1.05008e-07
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp159,-1.73509e-09,0,-1.73509e-09,-1.73509e-09,-1.73509e-09,-1.73509e-09,5.06857e-31,3.16567e-31,4.03912e-33,1.02271e-30,1.9029e-31,8.23424e-31,1.73509e-09
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp16,1.26346e-06,0,1.26346e-06,1.26346e-06,1.26346e-06,1.26346e-06,358.308,150.022,24.5756,700.399,208.286,508.33,24.5756
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp160,1.47338e-08,0,1.47338e-08,1.47338e-08,1.47338e-08,1.47338e-08,1.35522e-22,8.10153e-23,5.597e-24,2.76485e-22,5.45071e-23,2.16538e-22,1.47338e-08
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp161,-2.36696e-10,0,-2.36696e-10,-2.36696e-10,-2.36696e-10,-2.36696e-10,1.8618e-16,1.13234e-16,1.49023e-18,3.84611e-16,7.29454e-17,2.99414e-16,2.36696e-10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp162,3.45472e-09,0,3.45472e-09,3.45472e-09,3.45472e-09,3.45472e-09,9.51353e-13,5.78641e-13,7.30861e-15,1.96543e-12,3.72712e-13,1.52999e-12,3.45275e-09
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp163,9.42214e-09,0,9.42214e-09,9.42214e-09,9.42214e-09,9.42214e-09,2.92269e-10,1.77186e-10,3.07266e-12,6.02098e-10,1.15083e-10,4.69455e-10,8.82004e-09
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp166,1.99498e-09,0,1.99498e-09,1.99498e-09,1.99498e-09,1.99498e-09,4.85802e-06,2.70635e-06,3.34291e-07,9.71507e-06,2.15167e-06,7.56437e-06,3.32296e-07
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp167,3.33321e-07,0,3.33321e-07,3.33321e-07,3.33321e-07,3.33321e-07,3.584e-05,1.90572e-05,2.46463e-06,7.08672e-05,1.67828e-05,5.48972e-05,2.1313e-06
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp168,1.98042e-09,0,1.98042e-09,1.98042e-09,1.98042e-09,1.98042e-09,0.000187442,9.52345e-05,1.28816e-05,0.000366429,9.22072e-05,0.000282676,1.28797e-05
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp169,1.37892e-06,0,1.37892e-06,1.37892e-06,1.37892e-06,1.37892e-06,0.000754616,0.000367987,5.18301e-05,0.00145916,0.000386629,0.0011226,5.04511e-05
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp17,8.79027e-10,0,8.79027e-10,8.79027e-10,8.79027e-10,8.79027e-10,472.293,193.853,32.379,912.501,278.44,666.147,32.379
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp170,1.97861e-09,0,1.97861e-09,1.97861e-09,1.97861e-09,1.97861e-09,0.00247834,0.00116608,0.000170143,0.00477069,0.00131226,0.00364442,0.000170141
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp171,4.22731e-06,0,4.22731e-06,4.22731e-06,4.22731e-06,4.22731e-06,0.00692784,0.00315927,0.000475458,0.0132757,0.00376857,0.0100871,0.00047123
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp172,1.97861e-09,0,1.97861e-09,1.97861e-09,1.97861e-09,1.97861e-09,0.017014,0.00754439,0.00116748,0.0324102,0.00946959,0.0245584,0.00116748
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp173,7.83367e-06,0,7.83367e-06,7.83367e-06,7.83367e-06,7.83367e-06,0.0376029,0.0162469,0.00258027,0.0710865,0.021356,0.0538498,0.00257243
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp174,1.97861e-09,0,1.97861e-09,1.97861e-09,1.97861e-09,1.97861e-09,0.0761823,0.0321127,0.00522828,0.142688,0.0440695,0.108295,0.00522827
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp175,4.22731e-06,0,4.22731e-06,4.22731e-06,4.22731e-06,4.22731e-06,0.143531,0.0590694,0.00985279,0.265952,0.0844612,0.2026,0.00984856
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp176,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,0.254357,0.102243,0.0174662,0.46569,0.152113,0.3566,0.0174662
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp177,1.37892e-06,0,1.37892e-06,1.37892e-06,1.37892e-06,1.37892e-06,0.427904,0.168029,0.0293938,0.773379,0.259875,0.595932,0.0293924
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp178,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,0.688539,0.264109,0.0473141,1.22769,0.42443,0.952648,0.0473141
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp179,3.33322e-07,0,3.33322e-07,3.33322e-07,3.33322e-07,3.33322e-07,1.06636,0.399438,0.0732994,1.87911,0.666921,1.4658,0.0732991
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp18,3.0659e-07,0,3.0659e-07,3.0659e-07,3.0659e-07,3.0659e-07,611.314,244.413,41.889,1163.5,366.901,855.727,41.889
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp180,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,1.59784,0.58419,0.10986,2.78994,1.01365,2.18203,0.10986
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp181,6.45964e-08,0,6.45964e-08,6.45964e-08,6.45964e-08,6.45964e-08,2.32653,0.829687,0.159992,4.02535,1.49684,3.15621,0.159992
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp182,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,3.30383,1.14832,0.227226,5.67305,2.15551,4.45215,0.227226
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp183,9.42282e-09,0,9.42282e-09,9.42282e-09,9.42282e-09,9.42282e-09,4.58982,1.55347,0.315686,7.81427,3.03635,6.14329,0.315686
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp184,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,6.25406,2.05944,0.430142,10.5757,4.19463,8.3135,0.430142
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp185,-2.36241e-10,0,-2.36241e-10,-2.36241e-10,-2.36241e-10,-2.36241e-10,8.37644,2.68139,0.576065,14.0813,5.69505,11.0578,0.576065
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp186,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,11.0479,3.4353,0.759676,18.451,7.61263,14.4832,0.759676
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp187,-1.73486e-09,0,-1.73486e-09,-1.73486e-09,-1.73486e-09,-1.73486e-09,14.3712,4.33791,0.98799,23.8297,10.0333,18.7091,0.98799
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp188,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,18.4614,5.40673,1.26885,30.3765,13.0547,23.8681,1.26885
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp189,-1.94609e-09,0,-1.94609e-09,-1.94609e-09,-1.94609e-09,-1.94609e-09,23.4463,6.65998,1.61096,38.2596,16.7863,30.1062,1.61096
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp19,1.45519e-11,0,1.45519e-11,1.45519e-11,1.45519e-11,1.45519e-11,780.04,301.887,53.4192,1458.34,478.154,1081.93,53.4192
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp190,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,29.4668,8.1166,2.02389,47.6604,21.3502,37.5834,2.02389
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp191,-1.97383e-09,0,-1.97383e-09,-1.97383e-09,-1.97383e-09,-1.97383e-09,36.6774,9.79624,2.51814,58.7714,26.8812,46.4737,2.51814
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp192,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,45.2464,11.7192,3.1051,71.7972,33.5272,56.9657,3.1051
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp193,-1.97724e-09,0,-1.97724e-09,-1.97724e-09,-1.97724e-09,-1.97724e-09,55.3558,13.9066,3.79708,86.9539,41.4492,69.2625,3.79708
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp194,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,67.2018,16.38,4.60734,104.743,50.8217,83.5818,4.60734
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp195,-1.97747e-09,0,-1.97747e-09,-1.97747e-09,-1.97747e-09,-1.97747e-09,80.9943,19.1618,5.55004,125.394,61.8325,100.156,5.55004
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp196,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,96.9572,22.2747,6.64026,149.062,74.6826,119.232,6.64026
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp197,-1.97747e-09,0,-1.97747e-09,-1.97747e-09,-1.97747e-09,-1.97747e-09,115.328,25.7421,7.89398,176.023,89.586,141.07,7.89398
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp198,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,136.357,29.5881,9.32804,206.565,106.769,165.946,9.32804
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp199,-1.97747e-09,0,-1.97747e-09,-1.97747e-09,-1.97747e-09,-1.97747e-09,160.308,33.8368,10.9601,240.979,126.471,194.145,10.9601
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp2,1.15369e-08,0,1.15369e-08,1.15369e-08,1.15369e-08,1.15369e-08,2.34773e-06,1.42743e-06,4.03359e-08,4.91054e-06,9.20307e-07,3.77516e-06,2.87989e-08
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp20,5.88802e-08,0,5.88802e-08,5.88802e-08,5.88802e-08,5.88802e-08,983.736,366.518,67.3219,1802.73,617.217,1350.25,67.3219
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp200,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,187.455,38.5132,12.8086,279.564,148.942,225.968,12.8086
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp201,-1.97747e-09,0,-1.97747e-09,-1.97747e-09,-1.97747e-09,-1.97747e-09,218.084,43.6422,14.8926,322.626,174.442,261.726,14.8926
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp202,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,252.491,49.2493,17.232,370.478,203.242,301.74,17.232
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp203,-1.97747e-09,0,-1.97747e-09,-1.97747e-09,-1.97747e-09,-1.97747e-09,290.981,55.3604,19.8473,423.435,235.621,346.342,19.8473
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp204,1.97815e-09,0,1.97815e-09,1.97815e-09,1.97815e-09,1.97815e-09,333.869,62.0013,22.7593,481.822,271.867,395.87,22.7593
oname:obs.csv_otype:lst_usecol:obsval_obsnme:h_p0_cp205,-1.97747e-09,0,-1.97747e-09,-1.97747e-09,-1.97747e-09,-1.97747e-09,381.476,69.1983,25.9897,545.966,312.277,450.674,25.9897
