SP,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,0.08117195983972003,0.08913518348217231,0.0969958144119385,0.10471767988024894,0.11225767444742196,0.11956367846375038,0.12656856006794825,0.13317809439199735,0.13925525626784996,0.1446154480541022,0.14906369964320376,0.15250460379255326,0.15506546820636213,0.15697038693772836,0.15842638815280274,0.15958050827221726,0.16051599534942085,0.16125641745631825,0.16175903523984392,0.16188714909115554,0.1613579691134719,0.15968711535779878,0.156227393647125,0.15052911637951993,0.14306472478986,0.1345026422432669,0.12534682304145672,0.11589959118374615,0.10632104329376446,0.09668879132224628,0.10035545593578199,0.10407709897840967,0.10773584977446582,0.11123320737356046,0.11452512382358648,0.11764145111705471,0.12066459551611786,0.1236930577784987,0.1268138423890557,0.13009042047891395,0.13356309061945115,0.13725627740796753,0.14118746683324712,0.14537362172802037,0.14983403935761075,0.15459386448109758,0.1596958411310494,0.1652288159211972,0.1713782037343492,0.17846965162590145,0.18675868084158598,0.19442990655013226,0.18493762220424959,0.1748288715811901,0.16593948219438204,0.15805417106435815,0.1508942268233291,0.14432017087270488,0.13828738030598853,0.15133699888534302,0.16396568954557278,0.17611647500893834,0.18771854412671551,0.19864137697474948,0.20865564066766318,0.21741778524943278,0.22449842202372317,0.22947331427211015,0.23206389789295478,0.23226847765492575,0.23048810094655714,0.22725138881403595,0.2229969408914494,0.21800352068834616,0.21240439149573298,0.20623174041342285,0.19946581902294547,0.19208037910342313,0.1840780854214623,0.17550703955448022,0.16645381084316924,0.15702406650880896,0.1473236595975873,0.13744626119390446,0.12746778552154225,0.11744578574347742,0.10742146867821312,0.09742265401282424,0.09952898834298551,0.10168722186423906,0.1038417683323285,0.10592988060341924,0.10788387878508843,0.10963538693810904,0.11112175114621259,0.11229400199661299,0.11312450166242805,0.11361167573531894,0.1137798138587307,0.11367384602707631,0.11335040777052008,0.112866805197962,0.11226889570569654,0.11157808438475847,0.11077759428011547,0.10980039318680568,0.10852828988863195,0.106822176861737,0.10460480808326977,0.1019532568399697,0.09901386740519413,0.09592622144030649,0.09279765448412647,0.08970596775618489,0.08670897818015,0.08385200456112507
1,0.09653470767780625,0.10564996131722637,0.1145114053137739,0.12305249009812869,0.13119972619003306,0.13887602865312587,0.14600116402350238,0.15248258457069674,0.15819636469531773,0.1629770882419459,0.16665152369903957,0.16914465993289873,0.17060015948059437,0.1712526911850718,0.1713141953307069,0.1709326457812823,0.170192155868107,0.16912350519244956,0.16770856939784995,0.16587032198249396,0.16344651527978105,0.16016167786248392,0.15565308020634383,0.14967154635746294,0.1424841550556275,0.13448042860354903,0.12595337944348017,0.11708570085469905,0.10797825138828099,0.09868605143001918,0.10152953576257229,0.1044437353010581,0.10735228327941293,0.110190231482453,0.11292339321417533,0.11555620521137477,0.11812086525309251,0.12065872807802869,0.12320483065623655,0.125781308562825,0.12839965313268387,0.13106813145415508,0.1337997980986838,0.13661771414154966,0.1395567981737198,0.14266609682092746,0.1460174205165803,0.14972613906124277,0.15399115906263106,0.15912529733732317,0.16537441246873552,0.17128467544317516,0.1633691052795312,0.15514055647988467,0.14808731360843197,0.14200251007670062,0.13661644812505802,0.13177260147132674,0.12739664293203656,0.1386156991484757,0.14926958498553677,0.1593209672945637,0.16873937693922603,0.17746985380682379,0.18540560533774997,0.19237737466915927,0.198162836453867,0.20252405876587432,0.2052797273723499,0.20639947680385085,0.20608866828393868,0.204634977727844,0.2022851804899135,0.1991981218888057,0.19545418948828086,0.19108090879879214,0.18607920895406682,0.18044625489400357,0.17419270246263796,0.16735253241432435,0.15998270125204783,0.15215255539080097,0.14393049991359952,0.1353786371546395,0.12655039635789933,0.11749055968301825,0.10823641422221009,0.09881914127329772,0.10043473999320618,0.10213174506472278,0.10388244741109887,0.10565661168302043,0.10742278510912406,0.10915038023295942,0.11081322183258102,0.11239425019427784,0.11388874195249521,0.11530531623669305,0.11666426600498525,0.11799318749715582,0.11932037529067685,0.12066573963178584,0.12202774572124575,0.12336452964903799,0.12456990461996398,0.12545261007614705,0.12573825797988647,0.12512433934835165,0.12343954815480629,0.12083541146358279,0.117608337871415,0.11403915269629117,0.11033913812778273,0.10665403953059283,0.10308266375111685,0.09969330820907629
2,0.10007852110782878,0.10964474058805429,0.11901729403528272,0.1281476030980233,0.13697651766930363,0.14543188967822118,0.15342267764077988,0.16082313347078347,0.16744847392449635,0.1730473487845794,0.17735585296245482,0.18024242003885327,0.18186550060584317,0.1825168400238839,0.18247594582095772,0.1819348371850973,0.1810029014996255,0.1797238374436727,0.17808309584225146,0.1759986875145687,0.17329422488822654,0.16966900851262956,0.16472604942587932,0.15819418145250186,0.15036864589070298,0.14167289634052338,0.13243535221656177,0.122861112564836,0.11306798649292116,0.10312256770081873,0.10632800015146948,0.1096536594776083,0.11302323288153282,0.1163725823158046,0.11966996895392512,0.12292644343214043,0.12618261630546712,0.12948636180847561,0.13287624690005995,0.13637682383195848,0.14000562090172952,0.14378611914966655,0.14775693396497047,0.15197791291694784,0.1565363631027834,0.16155592696351118,0.16721409757428862,0.17378137995885456,0.1816961276349236,0.19162314383091417,0.2040656869924522,0.2162335754118443,0.2012600643652176,0.1859858158403167,0.17333234699599398,0.16285053465581534,0.153945898520222,0.14623869857250948,0.13951157299415495,0.15123329597563906,0.16210191202165802,0.17207852447737437,0.18115678553377546,0.1893229092639741,0.19650389894585896,0.20256189406453107,0.20732653109359767,0.21065682839271194,0.21250841645472907,0.21296745680100315,0.21227199244984174,0.2106646899025595,0.20830972674499826,0.2052990703213311,0.2016534678004973,0.19734254735611056,0.19231667594016688,0.18653909719776607,0.18000786946777492,0.17276419243238816,0.16489038317360993,0.15649697901918636,0.1476953951993032,0.13858144259798166,0.12922985901617956,0.1196962274772364,0.11002177782333256,0.10023802379949664,0.10230861111065437,0.10447151209999106,0.10668323316647133,0.10889344351041252,0.1110462489284938,0.1130845140877863,0.11495866295746993,0.1166356870588956,0.11810157186266323,0.11936008320164504,0.12043197577304987,0.1213525377825615,0.12216435685692417,0.12290586513864454,0.1235977853513841,0.12422819029871413,0.1247371659875558,0.12500746876058777,0.12487252153614925,0.12412627018216149,0.12264033936279795,0.1205028172384619,0.11789932331647357,0.11500853119416554,0.11196991334388962,0.10888695554362826,0.10583791046676794,0.10288473054963809
3,0.1007541371145706,0.11026692071782662,0.11956455821478151,0.12860597195587786,0.13734650696915374,0.1457367644763714,0.1537183387828538,0.16121572934919648,0.1681269723438943,0.1743219177125832,0.17966565522671285,0.1840865477254061,0.1876627602869707,0.19055830821637532,0.19292330336132046,0.1948545830042674,0.19639847126521737,0.1975537376278833,0.19825973606733527,0.19836437471026436,0.19756830204975362,0.19536405015935276,0.19107618559618533,0.1842507013300363,0.17541156869019403,0.16525441383814687,0.1543287301647034,0.14297206208848756,0.13137563229739335,0.11964225264837758,0.1235012820059449,0.12738814074403226,0.131172817688487,0.13473928659299528,0.13801911309664217,0.14101937112059737,0.1438007245053763,0.14643513369736194,0.14897651101510956,0.1514515240255463,0.15386411079606788,0.15620538881864832,0.15846531640646155,0.16064085247071613,0.16273663573835329,0.16476246321855204,0.16673606532856056,0.16870064431028364,0.1707562960817457,0.1730873237700461,0.1758243933320811,0.1781787909266388,0.17126779548358861,0.16402195551625365,0.157452550161838,0.15148120821996613,0.14598328823362028,0.14089919639988935,0.1362171494482336,0.14866360875850315,0.1606498618524439,0.1721143403092258,0.1830029089081071,0.1932406498895487,0.2026927400707299,0.21116118132010975,0.21838950062047502,0.2240886206896624,0.22801306946959432,0.23009699050052923,0.23056133016827207,0.22969902328960767,0.22775673831822196,0.22489324414982992,0.22117733212846158,0.21661337221503896,0.21117909401270651,0.20486182331458824,0.19768273087188692,0.18970457977084987,0.1810252927998075,0.17176259699211371,0.16203430323703039,0.15194676743950808,0.14158948550525885,0.1310344070855507,0.12033760246986347,0.10954154653112624,0.11187976414925949,0.11429665745686357,0.1167356153737682,0.1191324603322812,0.1214175716134065,0.12352000313888567,0.12537452574307295,0.1269306516491593,0.12815842716830517,0.1290492837910282,0.129616013769283,0.12989185261301905,0.12992478503795724,0.12976655596047415,0.12945957311970346,0.12902407747855804,0.12844532609952708,0.12766104596558314,0.1265584562414208,0.12500614176315317,0.12294009516496374,0.12044167711336762,0.11765581984473883,0.11472258801499002,0.1117516827102385,0.10882115086206667,0.10598563297573094,0.10328572661543411
4,0.10698661192868997,0.11701878867628324,0.12676170255979713,0.13614678996361462,0.14510321666211823,0.15356045399720308,0.1614458306998472,0.1686762558389283,0.1751462683352738,0.18072089306407157,0.18525794299597642,0.1886925037831011,0.1911375874218857,0.19278406566053086,0.19380376009056466,0.19430960806412934,0.1943580482826368,0.19395765774093388,0.19306987572808332,0.19159649543246182,0.18935119687631463,0.18602527984884443,0.18121132045555122,0.17463862280507136,0.16662853974132474,0.15759339529708782,0.14786123305433652,0.1376498168188114,0.1270907212847412,0.11626069854958399,0.11949434136947534,0.12281533782752696,0.1261479893253421,0.12941895935266157,0.1325804852146586,0.13563106785298107,0.1386024938485244,0.14153425559916766,0.1444569808498848,0.14738819246887402,0.1503358620525539,0.15330624153167705,0.1563157869816738,0.15940207972785725,0.1626292502241995,0.16609164251098285,0.1699238450790297,0.1743260758971248,0.179608566591428,0.1862320351290876,0.1945426101014558,0.20269706870881077,0.1915216890693543,0.18006676300533275,0.1704037195135797,0.1622166637740019,0.1550954644525664,0.14878724140037747,0.143159193591873,0.15578466189050655,0.16776876353215542,0.1790846480811128,0.1897290242374785,0.19968147762922595,0.20885419185086462,0.2170680418179458,0.22405256798018147,0.22948316213560727,0.23307087187736197,0.2347068996468522,0.23461649508704419,0.2331621291317898,0.23066158739864573,0.22731454917799,0.22321282330934444,0.21837331963885198,0.2127754039372025,0.20639700492836166,0.19924278044319887,0.19135570830870563,0.18281022427934168,0.17369827959906559,0.1641160687100136,0.1541535839806496,0.1438887826470321,0.13338576809800173,0.12269553132976085,0.11185794593114018,0.1140393336785408,0.11629790339348389,0.11858794339251055,0.12085902227727097,0.12305829823306347,0.12513449571547675,0.12704333849167782,0.12875358082858668,0.13025201304574274,0.13154587247798588,0.13266227719454626,0.13364372942105085,0.13453889092652815,0.135389662815955,0.13621619231752113,0.13699959972850628,0.137659974994083,0.13802927947950572,0.1378373046831669,0.13679386096359636,0.13475671353442742,0.13187858312043943,0.1284424085770084,0.1247188764379299,0.12091224837567971,0.11716018214692703,0.11355215769621729,0.11014741818588192
5,0.10096303042470467,0.11015386974766805,0.11903272349868566,0.1275471569711204,0.13563945036314173,0.14324938065816362,0.15031762653230096,0.15678340398996937,0.16257294132344313,0.16759048562029388,0.1717352349144603,0.17495943130102276,0.17733159718773805,0.1789585939060112,0.1799257873138247,0.18029733785936397,0.18010919804493142,0.17936928519497908,0.1780577521113651,0.17612135333599443,0.17345836158515482,0.16989775616494818,0.16520935218674193,0.15924135999655942,0.15219601451025433,0.14433330105087805,0.1358521454874193,0.1268892868547571,0.1175338066790852,0.10784378630287872,0.11056959302452807,0.11345548344639678,0.11646366893488391,0.11955612375833624,0.1227113057677327,0.12593779829474716,0.12926519238286982,0.1327281529897757,0.13635741485043873,0.1401778568280312,0.14420951513602542,0.1484707267129286,0.15298818855784369,0.15780757522246702,0.1629987859452955,0.1686618652327354,0.17494568768096563,0.18209241803370713,0.19051677117829158,0.20086375046547644,0.21363250648181165,0.2260394849712597,0.21144422071250712,0.19649552303278028,0.18409834269761127,0.1738087263510506,0.165042214037185,0.15742724526547658,0.15075270302261234,0.1635907283119371,0.17556821966746927,0.1866516855218947,0.1968427968036588,0.2061318999026298,0.2144488053434035,0.2216509518312222,0.22754278728834887,0.23192390571991606,0.23466245139950903,0.23577730406060127,0.23550841469053907,0.23412928860912974,0.2318330432314566,0.2287367635295876,0.2248804594322289,0.22024786765513404,0.21479832097525087,0.20849948831168685,0.2013538310464842,0.19341137476362658,0.18476338019613792,0.17552292017850135,0.16580340581503883,0.15570572437868613,0.14531320459942698,0.13469163295678221,0.12389167930580314,0.11295196657431639,0.11512541339357796,0.11737033913959394,0.11963403989907562,0.12185615339596012,0.1239705471618695,0.1259094242537575,0.12761004757038563,0.12902298747355445,0.13011927522405564,0.13089412514826293,0.1313657446278036,0.13157004510728498,0.1315529412802423,0.13136088576766447,0.13102920112630656,0.13056817306373425,0.12994949181723214,0.12910048092791193,0.12791511871468764,0.12625280373815606,0.12403186595639859,0.1213510020285149,0.11838544550566255,0.115293329097657,0.11219036614721567,0.10915720152437025,0.10625030416304782,0.10350943080558928
6,0.12188809075491491,0.13343297655853092,0.14468901098526388,0.15558403652403463,0.1660378559524478,0.1759619917226427,0.18525296583675122,0.19377442538772272,0.2013320774437375,0.20766462230656213,0.21249769251839634,0.21570669886157479,0.2174967809641739,0.21821551151910867,0.21818778571327435,0.21764515583977317,0.2167296825382694,0.21550387405949323,0.21395103146611838,0.21195545685886152,0.20925711161944527,0.2054010382072633,0.1997766175546536,0.19195936889748832,0.18238870513669525,0.1716888007493571,0.16033340835442722,0.14860697104724618,0.13666225090199902,0.1245776919363033,0.1280490387441766,0.13155565542086478,0.13498472761022473,0.13824589210797456,0.14130209537209293,0.14418802300741174,0.14699185516336133,0.14982084157028197,0.15277436254309418,0.1559320262480126,0.15935276585111957,0.16307894376483656,0.16714352248689224,0.17157798718646156,0.17642053346167774,0.18172851233867515,0.18760340628373662,0.194240109273923,0.2020064335069458,0.21150514727434544,0.22323785490850234,0.23449093588345704,0.21970223587826787,0.20455908788697919,0.1918909316835249,0.18128510660271324,0.17218986351593024,0.1642539540561625,0.157277371392472,0.17057031005952705,0.18293847352153314,0.19434338000921958,0.20477854469533963,0.21422180397370827,0.22259874736194707,0.22977016206555945,0.23555057571028648,0.23976078898279685,0.24230004178115117,0.24320180830817417,0.24268568449480554,0.24102499720287618,0.23844307734736603,0.2350014303808905,0.23078974794548213,0.22580558770793147,0.2200145874997661,0.21341017171055388,0.20601506813767667,0.19788318179605824,0.18909384676974916,0.1797385403110887,0.1699094694564991,0.15969172814296329,0.14915900153162376,0.13837234259695563,0.12738054202261928,0.11622144114383026,0.11864396428781454,0.12119901505679209,0.12385023841149057,0.12655703700553644,0.12927536884292223,0.1319599420458939,0.13446888687169434,0.13686703717648108,0.1390769202761426,0.1411073365135831,0.1429797734324989,0.14472890035220942,0.14639604474519174,0.14801624923384082,0.14960086560137142,0.15111634930587492,0.15246082757649937,0.15344261351261146,0.1537739378759806,0.15313898953909266,0.15136148588464415,0.14859390501822212,0.14513969281531125,0.14128998295876016,0.1372650692243944,0.13321838038533151,0.1292574076046531,0.12546075776928944
7,0.11984347236602844,0.13105404952544575,0.14195868537279566,0.15248749462673494,0.16256244340787518,0.17209815637833437,0.1809976823658932,0.1891379305666483,0.1963468330081417,0.20239382713543907,0.20703648006308484,0.2101612367948018,0.2119376268325377,0.21264833387416893,0.21255012351237124,0.21182932994329917,0.21059736640090065,0.20890193905986276,0.20673406103465464,0.20402055611518222,0.20059809282113683,0.19618038935275361,0.1903819553278039,0.1829444479751281,0.17417189300487212,0.16445610185586812,0.15410776509845636,0.14332887298908403,0.13223890980129216,0.12090609147600606,0.12383325799976141,0.1268368594365814,0.12984944066301907,0.1328095481301661,0.13568335633081308,0.13848361224031613,0.14125685566242563,0.14405757910034112,0.1469299059570508,0.14990143862049443,0.15298629489916404,0.1561933874366641,0.15953343368713302,0.16302281073463654,0.16668578571954296,0.17055780921661778,0.17469340558786595,0.17918211976751852,0.18417008689054004,0.1898945195238424,0.19655227091666827,0.2024293059175326,0.19471730838618395,0.1864041559972085,0.17895579156068564,0.17221870999963418,0.16599660473373756,0.16020795194036985,0.1548448682966974,0.16904549755655118,0.18272291277013686,0.19581768348111162,0.2082443958666076,0.21985200426686635,0.23040883233089993,0.2395955553130582,0.2470390131720439,0.2523987594461099,0.25548745044554266,0.2563600925985723,0.25538146936800654,0.25300612895463814,0.2496063336418901,0.24540103713221928,0.2404829598588627,0.23485802510899667,0.22849268001302647,0.22135284376526432,0.21343221292350822,0.2047661504220315,0.19543178519540305,0.18553414665027468,0.17518081852971967,0.1644674750758952,0.15347183968587963,0.1422536817891107,0.1308579230574516,0.11931849955173135,0.1217303110088892,0.12423558347219199,0.12678470856613266,0.1293216895442466,0.1317861203417685,0.13411732543083588,0.13626409804838602,0.13819452937304355,0.13989838013087663,0.14138481807988335,0.14268036344920354,0.14382595027089273,0.14486965570072385,0.14585326855424086,0.1467956292915904,0.14767467655260624,0.1484091827088374,0.14884524305569258,0.148762150540934,0.1479118976494309,0.14614815624332955,0.1435902292187592,0.14048043550343792,0.1370512026772186,0.13348004056092044,0.1298935955448517,0.12638293087794494,0.12301565324954034
8,0.1205208251987635,0.13170476541215592,0.1425244644671686,0.1528965711933079,0.16273330348311532,0.17194370818576488,0.1804269951094568,0.18805664406853317,0.1946610486732938,0.20001710353140645,0.20389293759556448,0.20618514509870867,0.20707573114372924,0.20686808382326305,0.20584054776447314,0.20418954852642912,0.20203167178614212,0.19942040396446448,0.19635851020655792,0.19279970187980755,0.18863781969497406,0.18368893167153733,0.17770390971614525,0.17051184010659615,0.16231431672577212,0.15338501519506575,0.1439235020141112,0.13406186453011149,0.1238816809565888,0.11343252490802058,0.1160030773560381,0.11868783877594424,0.12143860546045016,0.12420786452557309,0.12696780779841443,0.12972224001090282,0.13249517640579267,0.13531382836824335,0.13819886754394695,0.14116208200508318,0.1442081145139209,0.14733874896323584,0.1505586248435078,0.15387887478641815,0.15731700993909392,0.1608967136970767,0.164654022593969,0.16865659413329048,0.17303836587443122,0.17802822804428153,0.18380446669858852,0.18908024402283274,0.18220061850354874,0.1748183205295497,0.16823872580494026,0.16232551139956275,0.15689835230460325,0.15187228753636273,0.1472264768567122,0.16061801593374803,0.1734787996480298,0.18574679839388608,0.19735017268030486,0.2081731605494932,0.21802974032284173,0.2266532325516124,0.2337208344792039,0.23892941775812826,0.24210260379902948,0.2432631443887594,0.24269821899192312,0.24078161201329973,0.23781941827545428,0.23401598512662058,0.22948086391582212,0.2242549767843789,0.21833924300925833,0.2117231241184525,0.20441255692685356,0.19644594051744058,0.1878850648939121,0.17879611827491182,0.16924537207452417,0.15929664165790847,0.1490090163100497,0.13843482732488788,0.1276184119688022,0.11659608819573108,0.11855337858043136,0.12061169897997992,0.12274019354152621,0.1249054301831638,0.12707358291470605,0.1292127528772795,0.13129430584915625,0.13329627124485555,0.1352114440838399,0.13705276050293413,0.13884994825959573,0.14064037472707192,0.14245887365987997,0.1443269932857607,0.1462390148984305,0.14814225811410964,0.1499105328558361,0.15131383048972147,0.1520076293507131,0.15163744328736684,0.15001227124656502,0.14730027684498026,0.14383795245643505,0.13995184991890497,0.13588898614940526,0.13181745892113028,0.12785004606014638,0.12406544648141526
9,0.11046813836613545,0.12077527921077369,0.1308191864332109,0.14055208994755475,0.14992055787575964,0.15886248701483652,0.16729826299808614,0.17511669509352856,0.1821614130392808,0.18822921766819434,0.19310766896724996,0.19668600013113835,0.19907895545878773,0.20050279970552332,0.201158810915965,0.20118582462572743,0.2006615106153813,0.19961269388092617,0.19801893932189785,0.19580401924404178,0.19281387799589744,0.18879106224218845,0.183396514329897,0.17640332342883358,0.16808674018210734,0.1588286249483657,0.1489267682701163,0.13857317029657779,0.12788553279013914,0.11693681517796595,0.12046961202772266,0.12419833699711713,0.12805967588775857,0.13199907991415483,0.13598913916517041,0.14003962233609624,0.14418402238124273,0.14845905940291448,0.1528914909728245,0.1574948099604434,0.16227292030102536,0.1672275622464996,0.17236946559468613,0.17772653454282494,0.18334518516988307,0.18929251083555254,0.19567177137308267,0.2026632164255453,0.210590104237653,0.21997577518262634,0.23124859510641826,0.24188225051807155,0.2285089546206054,0.21457433597319664,0.20266859509681723,0.19244548007654672,0.18345017645142736,0.1754151823717498,0.16820796317224485,0.18317329001702554,0.19736700964567078,0.21073029227367446,0.22321195844127928,0.23471468932335338,0.2450570456915262,0.25395417263898157,0.26104521588060337,0.26597796924663974,0.2685326860667985,0.26872975265743726,0.2669331430051489,0.26361407929678915,0.25916581052758847,0.25384803453183125,0.24779609478732123,0.24105712484542696,0.23363160495007484,0.22551200298926322,0.21671284426629622,0.20728392267022322,0.19730330510001792,0.1868621555050325,0.17605177664552407,0.1649539796275299,0.15363701558061038,0.1421553198579204,0.1305511233804637,0.11885654505553056,0.12104149751798765,0.12329055396138955,0.12555311856654683,0.1277730842703999,0.12989082045150013,0.13184664631628706,0.13358558383263386,0.13506320195334887,0.13625180624361377,0.13714474281009892,0.13775721156280873,0.13812280815261424,0.13828579103410732,0.13829031147797544,0.13816869448606894,0.1379306240195195,0.1375529706283114,0.13696729494881055,0.13605108223599416,0.13466970910748088,0.13275527875208937,0.13037958583589493,0.12768070403369336,0.12479460940035914,0.12182745749513302,0.1188566987513422,0.11594165253641009,0.11313144247769458
